csat_id,ticket_id,customer_id,rating,survey_date,comments,would_recommend,response_time_satisfaction,resolution_satisfaction,agent_satisfaction,follow_up_required
1616,3819,1406,2,2025-01-02,Example serve owner able building third state.,False,4,1,1,True
1617,3820,50,5,2023-08-10,Finish possible various force admit soon.,True,1,2,4,False
1618,3821,344,2,2023-01-19,,True,5,5,2,True
1619,3823,4055,4,2024-07-09,,True,1,1,5,False
1620,3824,872,3,2024-06-17,Nearly seven professor them.,True,5,3,4,False
1621,3832,129,4,2023-08-16,,False,5,4,5,False
1622,3833,1414,5,2023-04-19,,True,5,5,2,False
1623,3834,2243,3,2023-07-27,Experience other get guy TV. As include mother.,True,1,1,3,False
1624,3838,4468,3,2024-09-02,,True,3,2,2,True
1625,3839,553,3,2024-01-01,,True,1,5,5,False
1626,3843,2067,2,2024-02-03,Southern couple help do western short public particularly.,False,4,4,2,False
1627,3845,4007,2,2023-08-05,,True,1,1,3,True
1628,3846,143,4,2023-07-02,Guess give coach direction difficult off. Social debate blue seat develop argue own.,False,5,1,5,False
1629,3853,1935,1,2023-11-06,Yard always authority something ground never person. Save stock prepare improve.,False,4,2,2,False
1630,3854,1875,5,2024-09-17,,False,4,3,1,False
1631,3855,3274,4,2023-08-03,,False,2,2,3,True
1632,3856,359,5,2023-02-11,Sure decade partner rock. Knowledge report stage ever team pass buy.,True,1,5,4,False
1633,3861,3925,1,2024-11-20,Organization seat listen already.,True,2,5,2,False
1634,3864,3741,1,2023-08-03,,False,3,1,5,True
1635,3865,4100,4,2023-12-25,Where it figure probably find.,True,4,2,5,False
1636,3866,1043,5,2024-12-19,Imagine certain this election can size.,True,1,3,1,False
1637,3867,4894,4,2024-11-19,,False,3,1,5,False
1638,3869,2389,3,2023-04-16,,False,4,1,1,False
1639,3873,2055,2,2024-01-28,,True,2,4,4,False
1640,3876,3569,5,2024-11-23,,True,1,4,5,False
1641,3877,341,2,2023-09-28,,True,2,2,3,False
1642,3878,3533,3,2023-08-07,Owner protect whom of low board country what. Name pass large see.,False,5,2,3,False
1643,3882,2414,5,2024-06-16,Direction difference room whose industry trip seem.,True,4,4,3,False
1644,3886,3603,4,2024-01-31,,True,4,4,4,True
1645,3892,3739,2,2023-08-18,,True,1,2,2,False
1646,3893,3602,3,2024-01-11,Imagine for paper expect new quality.,False,3,4,3,False
1647,3894,3042,4,2024-05-24,,False,4,4,4,False
1648,3895,4876,1,2024-11-06,Off bad still step different.,True,2,2,3,False
1649,3898,2278,5,2024-11-27,,True,1,5,5,False
1650,3902,1843,1,2024-04-25,,True,4,2,3,False
1651,3903,162,2,2023-11-26,,True,5,3,3,False
1652,3904,3672,5,2023-06-21,,False,5,5,4,False
1653,3905,1648,1,2023-11-03,Area start service sort however respond relationship.,True,3,4,5,False
1654,3906,3836,2,2023-05-14,,True,2,5,5,False
1655,3911,3634,3,2024-03-13,,False,2,1,2,False
1656,3912,1116,4,2024-01-31,,True,4,2,5,True
1657,3918,1964,1,2023-08-05,Child these many five suddenly on human. Same similar agreement ever camera agreement.,True,3,1,2,False
1658,3920,1718,4,2024-10-23,When customer participant kind. Myself PM sometimes the of military benefit.,True,2,1,3,False
1659,3921,4545,1,2024-03-22,,True,3,5,2,True
1660,3922,4554,1,2023-09-01,Among instead theory medical item analysis operation.,True,2,4,2,False
1661,3923,2267,1,2024-07-14,,True,2,5,5,False
1662,3926,1117,2,2024-12-13,Five matter modern public example again. Sure interest bit take end outside social building.,True,1,1,5,False
1663,3927,4391,5,2023-01-30,Including PM word hand.,False,3,1,4,False
1664,3928,3307,3,2023-05-01,,False,5,3,4,False
1665,3929,4790,5,2023-11-06,Indeed meeting behavior member benefit collection.,True,1,4,2,True
1666,3930,4188,3,2024-09-14,,True,4,4,2,False
1667,3933,1851,5,2024-04-21,,True,1,2,1,False
1668,3936,4288,4,2023-11-12,,True,5,2,3,True
1669,3937,979,3,2023-02-05,,True,3,2,2,False
1670,3939,4815,3,2024-03-08,,False,3,3,3,False
1671,3940,3328,2,2024-07-06,Different future third sea low member American. Every small feeling to.,True,4,3,1,False
1672,3941,2777,5,2023-09-05,,True,5,5,4,False
1673,3942,1919,5,2023-02-16,Work individual growth lead dog attack.,False,5,1,3,False
1674,3945,498,2,2023-03-14,,True,5,4,4,False
1675,3947,2292,4,2023-03-03,,True,3,2,2,False
1676,3948,4100,5,2024-05-16,,True,5,3,4,True
1677,3949,3453,1,2023-02-11,,False,3,1,3,False
1678,3951,1146,2,2024-12-30,,True,3,5,4,False
1679,3953,3341,3,2023-11-03,,True,3,4,4,False
1680,3954,696,5,2023-02-24,,True,5,2,5,False
1681,3957,1165,5,2023-05-25,,True,1,1,2,False
1682,3958,2603,4,2023-05-29,Throw staff consider wait similar early arrive boy.,True,1,5,1,False
1683,3963,3384,3,2024-11-25,Serve audience themselves check line nearly story. Reality teach court mention.,False,4,1,3,False
1684,3964,320,3,2023-04-07,Ability black everyone mouth think clearly.,False,5,5,3,False
1685,3965,1940,3,2023-07-21,Newspaper different see life act street.,False,1,5,2,False
1686,3968,1696,1,2023-08-11,,True,5,2,2,False
1687,3970,2508,5,2025-01-10,Just of realize note still.,True,2,1,5,False
1688,3972,3631,5,2024-12-30,,True,3,5,1,False
1689,3973,2112,5,2024-11-09,,True,2,5,5,False
1690,3974,939,2,2023-04-08,Particular church result after outside particular hit. Bank measure dark work attention.,True,1,3,4,True
1691,3979,2944,2,2024-09-12,Cup mouth clearly town pattern behavior. Look imagine cut drop represent.,True,2,5,1,False
1692,3981,1718,5,2023-05-20,Out Republican explain only mission its. Avoid else town may nation.,True,3,1,4,False
1693,3982,2498,3,2025-01-18,Start perhaps fine data same senior.,True,5,5,1,False
1694,3983,4535,5,2024-02-12,,True,4,2,2,False
1695,3984,2383,1,2023-11-26,Arrive first the life deal.,False,2,5,1,False
1696,3986,1855,4,2024-06-30,I involve available test section involve.,True,2,1,4,False
1697,3988,1849,5,2024-01-19,,True,1,2,2,False
1698,3991,2182,5,2024-01-23,,True,1,5,1,False
1699,3992,350,3,2024-10-01,,True,3,3,4,True
1700,3993,1165,1,2024-02-01,,True,4,1,3,False
1701,3998,3145,1,2024-10-12,,False,2,1,1,False
1702,4001,4379,2,2023-01-26,Many agent any able. Rise animal down she.,False,3,2,5,False
1703,4002,3780,4,2023-08-09,,True,5,3,4,False
1704,4003,319,3,2024-05-19,,False,4,5,5,False
1705,4004,4685,3,2023-04-24,,True,2,4,4,False
1706,4010,1696,4,2023-12-14,Partner kitchen history stand how assume.,False,2,1,5,False
1707,4013,2462,2,2025-01-21,,False,5,1,3,False
1708,4014,4603,5,2023-07-20,,True,1,4,3,False
1709,4015,2310,4,2023-05-31,Close popular claim its political without it. Prepare now authority event.,True,2,4,4,False
1710,4017,3027,5,2023-02-09,,True,5,4,5,True
1711,4023,2288,5,2024-12-05,Commercial important marriage front old structure pretty hour.,True,5,3,2,True
1712,4024,3667,5,2024-06-10,,False,5,2,2,False
1713,4025,7,3,2024-02-19,,False,2,2,3,False
1714,4026,2746,1,2024-12-14,,True,2,4,1,False
1715,4030,4955,2,2023-03-20,Trip yard after that drive nice condition.,True,3,1,4,False
1716,4031,3438,4,2024-12-03,Change want onto successful.,True,5,1,4,False
1717,4036,1155,4,2023-03-24,Nice energy power important agree play especially. Character try base appear market.,True,2,2,1,False
1718,4037,1887,5,2024-06-12,,False,5,3,3,False
1719,4044,669,1,2023-05-31,Camera data team majority figure peace may.,True,3,2,1,False
1720,4046,3634,5,2023-05-19,,True,2,2,5,False
1721,4047,859,5,2024-12-05,The east card television least positive.,True,2,2,2,False
1722,4049,353,1,2024-09-19,,True,1,5,1,False
1723,4051,4938,3,2023-11-18,,True,4,1,5,False
1724,4052,1449,1,2024-11-19,Business less newspaper policy.,True,4,2,1,False
1725,4055,2109,3,2024-08-24,Morning boy yourself operation. Girl bill deep.,True,5,3,3,True
1726,4057,3100,1,2023-10-30,Care full evening current responsibility.,True,5,2,3,True
1727,4059,111,2,2024-04-25,Issue hold couple southern sometimes.,True,4,2,5,False
1728,4061,3887,4,2024-03-27,End compare accept PM clear decide go. Happen power edge.,True,1,1,3,False
1729,4062,3135,1,2023-12-06,,False,4,1,1,False
1730,4068,4104,3,2024-09-09,Bit one old body.,False,3,5,5,True
1731,4079,1605,3,2024-10-05,,False,2,5,1,False
1732,4083,1751,3,2023-12-29,Key matter front painting. Technology condition yourself blood I perform see.,True,2,3,1,False
1733,4084,1523,1,2024-10-23,Resource beautiful network accept thought rest population.,True,2,4,2,True
1734,4085,3037,1,2024-09-26,Tonight gas senior. Money Democrat wife when year financial four idea.,True,1,5,2,False
1735,4092,3472,1,2024-08-25,,True,4,1,1,False
1736,4097,1328,3,2023-09-04,,True,1,5,5,True
1737,4098,4384,1,2024-01-24,,True,1,1,5,False
1738,4103,2333,3,2024-09-24,,False,4,4,3,False
1739,4105,4041,4,2024-09-29,,True,5,4,3,True
1740,4106,4177,2,2024-02-05,Back popular add under enjoy business. Always including development American.,True,5,2,3,False
1741,4108,1389,2,2023-09-13,Point without write board owner. Often bank back.,True,2,2,3,False
1742,4109,4598,2,2023-05-13,Interest possible fast pretty.,True,4,2,1,False
1743,4114,1190,5,2024-09-10,,True,2,2,5,False
1744,4118,888,2,2023-03-28,Moment find first oil military others small.,True,3,2,5,True
1745,4119,2853,3,2024-07-31,,True,1,2,5,False
1746,4120,1466,5,2023-08-28,,True,1,2,4,False
1747,4121,3375,5,2023-03-17,Design send no season go admit. Worry whom argue that man draw challenge.,True,3,1,1,True
1748,4122,3993,5,2023-07-07,,True,5,5,5,True
1749,4123,104,5,2023-07-19,Hundred team wife.,True,1,3,4,False
1750,4128,754,5,2024-12-01,Watch serious top dark deal eight peace. Step their attack above husband trip.,False,4,5,2,True
1751,4130,3876,1,2023-11-18,,False,1,2,2,False
1752,4133,509,4,2023-04-22,Model federal artist between Democrat.,False,1,3,3,True
1753,4134,3224,3,2025-01-11,,True,5,1,1,True
1754,4138,2017,4,2024-01-20,,True,3,2,1,False
1755,4144,1999,1,2023-09-27,,True,4,1,3,False
1756,4145,4638,4,2023-09-30,,True,2,1,2,False
1757,4149,1464,1,2024-09-19,Western prevent our PM tax poor. Reflect which prove their they.,True,3,3,5,True
1758,4154,1602,3,2023-09-20,Debate watch would community him election. Game form finally note discussion.,True,2,2,3,False
1759,4155,4980,3,2024-07-17,Instead direction everyone moment standard.,True,5,2,1,False
1760,4156,4193,5,2023-06-16,Artist wife north suggest you page in. Receive message career yet necessary.,True,2,2,1,True
1761,4157,1548,2,2024-06-18,,True,3,2,1,False
1762,4163,3353,5,2024-05-22,,True,1,2,1,True
1763,4164,38,3,2023-07-24,,True,4,4,3,False
1764,4165,1196,3,2023-09-14,,True,2,5,4,False
1765,4167,4923,2,2024-04-12,Three sure break peace fast item. Name surface person dark.,True,3,1,1,False
1766,4170,3530,3,2024-03-13,Quite down degree interest.,False,4,2,1,True
1767,4171,1107,2,2024-12-02,Sure organization agency interview organization audience.,True,3,5,3,True
1768,4175,1994,5,2024-02-14,,True,2,5,1,True
1769,4178,4020,2,2024-08-10,Wonder situation direction history box. Spend design family he Democrat industry financial.,False,5,2,5,False
1770,4180,3889,5,2024-10-01,,True,1,4,5,False
1771,4181,3465,4,2023-06-14,Age baby treatment I war. Need product land history.,False,2,4,2,True
1772,4182,254,5,2023-10-08,,False,3,4,4,False
1773,4186,1247,5,2024-09-04,Student get defense exactly.,True,3,5,4,True
1774,4187,700,2,2024-02-25,Hold beat leave face blood fly. Raise term bad century story act.,True,3,3,4,False
1775,4190,4209,5,2024-06-17,Happy least rock color exist.,True,4,3,4,True
1776,4192,4648,3,2023-07-26,Trip ready share only machine. Professional president city guess capital continue view.,True,3,2,4,True
1777,4196,2266,1,2024-09-14,,True,5,1,1,False
1778,4197,4722,4,2024-08-08,,False,2,1,5,False
1779,4198,291,4,2023-10-24,Hair difference sound manage in wall. Effort arm pay oil citizen work.,True,1,5,1,False
1780,4199,2528,2,2024-02-28,,False,5,3,5,True
1781,4200,2466,4,2024-11-01,Nature federal policy life member make lawyer. Race might plan happy likely father last.,False,2,5,2,True
1782,4201,2870,4,2023-07-31,Actually concern laugh present. Lead agree central evening a against.,False,5,4,2,False
1783,4202,4510,2,2023-09-18,,False,4,5,1,True
1784,4205,2430,4,2024-04-22,,True,1,2,3,True
1785,4207,709,1,2024-04-19,Painting be much threat exactly. Wear water discover yeah between.,True,3,5,5,False
1786,4213,3671,3,2023-03-01,Place likely whether role.,True,2,1,4,False
1787,4214,3711,3,2023-11-10,,True,1,1,2,False
1788,4215,3147,3,2024-10-10,,True,5,4,4,False
1789,4219,3928,4,2023-01-28,Day city item statement best subject. Shoulder become give at usually federal sign.,True,1,4,4,True
1790,4220,2865,4,2024-04-11,Pm player either. Congress call style above cold make establish.,True,1,2,1,False
1791,4222,929,1,2023-11-20,Establish theory practice manager old travel their.,True,4,1,5,True
1792,4225,1895,5,2023-04-03,,True,4,4,5,False
1793,4228,2156,5,2024-12-17,,True,2,3,4,True
1794,4231,3655,5,2023-04-26,,False,4,3,5,False
1795,4235,3542,1,2024-09-06,Better use training recent present nothing. Its firm much argue though.,True,3,4,5,False
1796,4236,1533,5,2023-09-12,Tax nature common foreign truth say all expert.,False,4,5,4,False
1797,4237,750,5,2023-08-14,Back head defense organization.,True,3,1,2,True
1798,4238,2751,4,2024-03-10,,False,5,3,2,False
1799,4239,298,4,2025-01-13,Difficult week thus green information. Tell would trip.,False,1,5,1,True
1800,4248,2817,3,2023-11-30,Toward in light offer will fear cut.,True,5,4,1,False
1801,4249,466,3,2024-12-22,,False,4,3,2,False
1802,4251,4403,2,2024-10-15,,True,4,4,1,True
1803,4256,277,1,2023-07-11,,False,1,5,3,False
1804,4260,3516,1,2023-07-07,,True,3,3,3,False
1805,4264,1713,4,2024-03-12,,True,5,3,5,True
1806,4265,858,1,2024-07-31,Then free wrong leave defense. Population however book occur stay draw.,True,3,3,1,False
1807,4266,48,4,2023-12-11,,True,2,2,4,False
1808,4270,1116,3,2023-10-07,,True,3,1,2,True
1809,4272,4342,4,2023-10-29,Situation produce any small meeting. Public condition international.,False,3,5,3,False
1810,4273,39,5,2023-03-25,,False,5,4,5,False
1811,4276,1567,3,2023-12-14,Consumer far spring coach.,True,1,2,1,False
1812,4277,3470,1,2023-05-11,,True,3,1,5,False
1813,4278,2537,4,2023-11-15,Subject moment discussion arm.,False,1,4,5,True
1814,4282,4173,4,2023-10-19,Science energy store official with.,True,4,5,3,True
1815,4284,2939,3,2023-02-07,Fine attorney west former little give mean. Notice article ten start.,True,3,5,3,False
1816,4287,2759,4,2023-09-11,,False,2,2,3,False
1817,4289,1302,4,2024-11-23,Coach huge star alone beyond term field. Leg four government throw north main.,True,1,1,1,False
1818,4292,2284,1,2023-04-04,,False,4,5,1,False
1819,4293,1692,2,2024-12-20,,True,3,3,5,True
1820,4299,4682,2,2023-05-26,Why theory main same never. Bed concern generation write.,True,2,4,3,False
1821,4300,986,2,2023-06-27,,True,2,3,4,True
1822,4302,3388,2,2024-10-15,Buy American according record decade sit apply.,False,5,2,1,False
1823,4303,327,2,2024-07-10,Majority film protect better sister. Reason chair door couple bag.,False,4,3,2,False
1824,4304,1935,4,2024-05-11,,True,1,1,1,False
1825,4305,2521,1,2024-08-01,Trial behind effort five piece card chance whose. Thought worker thank none score major parent section.,True,2,3,1,False
1826,4309,400,2,2024-12-02,Course sign physical garden book less collection.,True,1,5,2,False
1827,4312,1975,2,2024-10-26,Expert development loss perhaps real traditional.,False,4,4,5,False
1828,4315,2864,3,2024-06-10,,False,1,2,3,False
1829,4316,1068,2,2023-09-05,,False,3,2,5,False
1830,4317,4593,5,2023-06-24,,True,5,1,1,True
1831,4322,4091,2,2024-08-11,,False,3,3,3,False
1832,4323,4174,3,2023-09-20,,True,1,5,3,False
1833,4327,3447,5,2024-12-15,,True,4,3,4,False
1834,4328,2762,5,2023-04-06,Tax after let wife above whether. Push ability sometimes step.,True,2,1,2,False
1835,4331,3418,2,2024-01-02,,True,2,5,3,False
1836,4333,4543,1,2024-09-24,,False,4,4,2,False
1837,4334,3288,4,2023-10-03,Mean store financial similar share.,True,2,2,4,True
1838,4335,1975,3,2023-10-31,,True,1,3,2,False
1839,4336,4414,3,2024-05-06,,False,1,4,4,False
1840,4339,4153,2,2023-06-04,Child operation get less top page.,True,3,1,2,False
1841,4341,4776,4,2023-09-14,Poor design service beat.,True,5,3,4,False
1842,4347,2688,4,2024-05-15,,False,3,5,1,False
1843,4351,162,5,2023-05-10,Shake institution imagine artist alone. One both fill her rise use much.,True,5,1,4,False
1844,4359,425,3,2024-06-17,,True,2,1,5,False
1845,4362,4041,3,2024-11-24,Course case us another increase.,False,2,2,3,False
1846,4365,1129,2,2023-05-03,Safe approach position major drug information.,False,1,5,2,False
1847,4367,3916,1,2024-03-18,,True,3,1,3,False
1848,4370,3271,2,2024-01-06,,False,5,2,1,False
1849,4371,3404,2,2024-05-17,,True,5,3,3,False
1850,4372,1319,5,2024-03-14,,True,3,4,5,False
1851,4373,4126,1,2023-12-31,,False,3,4,1,False
1852,4374,269,5,2023-06-05,,True,4,3,3,False
1853,4375,2612,4,2024-01-19,,True,1,3,3,False
1854,4376,2039,1,2024-12-15,,True,3,3,1,False
1855,4378,1688,1,2023-07-14,,True,3,2,2,False
1856,4379,4551,5,2023-11-30,,True,5,1,2,False
1857,4381,1421,5,2024-11-16,,False,2,4,2,False
1858,4382,3223,5,2024-12-06,,False,5,2,2,False
1859,4384,4357,3,2024-02-05,,True,1,1,5,False
1860,4388,4340,3,2024-12-25,,False,1,2,3,False
1861,4391,4495,3,2024-06-21,Officer key ability turn.,True,4,2,3,False
1862,4397,3928,2,2024-03-16,,True,4,2,2,True
1863,4401,3341,2,2024-11-26,,False,5,5,2,False
1864,4403,2690,1,2023-04-07,,True,2,2,5,False
1865,4404,3933,5,2024-03-11,,True,1,4,1,True
1866,4405,4588,5,2024-07-21,,False,1,5,3,False
1867,4408,871,4,2023-03-08,,False,1,1,4,False
1868,4413,3473,3,2024-06-22,,True,4,4,1,False
1869,4414,2549,1,2023-07-24,,True,3,4,4,False
1870,4418,4535,2,2024-10-07,,True,4,5,5,True
1871,4420,2298,2,2024-01-09,Sport yet together research.,False,1,2,1,False
1872,4423,2583,1,2023-08-14,Try father give factor financial he.,True,1,3,2,True
1873,4426,3762,1,2023-12-14,,True,5,4,3,False
1874,4428,4545,1,2024-05-18,,True,5,3,1,True
1875,4429,3139,5,2024-02-19,,False,3,2,3,False
1876,4430,3660,3,2023-06-01,,True,2,4,3,False
1877,4433,3182,3,2023-09-17,My spend magazine approach. Trial military cover box end guess.,False,2,3,2,False
1878,4438,1355,1,2024-05-31,Economic build official open job now field significant.,False,4,4,4,False
1879,4439,632,3,2024-03-02,,False,5,4,2,False
1880,4441,690,3,2024-05-20,Mission other goal unit article bring full.,True,1,5,1,False
1881,4444,3854,3,2024-04-03,Eye even assume list office close large. Foreign note me agent.,True,2,3,1,False
1882,4448,2323,4,2024-11-11,,True,1,3,4,False
1883,4450,1543,5,2024-05-25,Ask positive pick for plant.,False,4,1,3,True
1884,4451,733,5,2024-06-01,Live bed tonight herself instead.,True,5,1,3,True
1885,4456,2358,1,2023-05-02,Buy despite camera where southern. Region green concern two.,False,5,4,5,False
1886,4457,2839,2,2023-04-06,,True,1,4,4,False
1887,4460,2979,3,2024-12-23,Go toward fact international.,True,4,3,4,False
1888,4469,4198,3,2024-06-16,Others would heart painting small.,False,4,2,3,False
1889,4471,4013,5,2025-01-12,Station between difference consumer issue human. News cover capital walk home economic have great.,False,3,3,2,False
1890,4475,2690,5,2024-09-23,Glass five cell evidence fine. People they letter model likely born chair fight.,False,2,2,2,False
1891,4477,4461,5,2023-02-13,,True,3,1,5,False
1892,4481,571,3,2023-11-07,,True,3,4,2,False
1893,4482,4874,4,2024-02-07,Interview small move heavy yet.,True,1,4,1,False
1894,4484,791,1,2023-04-03,,True,4,2,3,False
1895,4485,1322,1,2023-06-18,,True,4,1,1,False
1896,4489,3719,2,2024-02-18,Plant firm boy project share explain which. Glass magazine trouble public ten.,True,1,2,5,True
1897,4493,4017,5,2024-01-12,,False,1,3,1,False
1898,4496,1883,5,2024-10-29,,True,5,3,2,False
1899,4503,3326,5,2024-09-22,,True,1,1,4,False
1900,4504,2670,2,2024-12-17,,True,2,4,2,False
1901,4505,1282,4,2023-09-21,Idea country participant scene federal.,True,4,2,3,False
1902,4506,1510,4,2023-02-05,Walk concern machine art three. Determine campaign room explain Congress establish.,True,4,3,4,False
1903,4507,2699,3,2024-01-05,,False,2,1,4,False
1904,4509,2850,3,2024-07-21,Myself part cause thus customer hard.,True,2,5,4,True
1905,4511,2341,1,2024-04-12,,True,4,1,4,True
1906,4517,1179,3,2023-08-18,,True,1,4,2,True
1907,4518,3358,5,2024-07-25,,True,2,5,3,False
1908,4520,588,5,2023-09-19,,True,3,2,1,False
1909,4523,3066,5,2023-07-26,Question young everybody begin ahead near feeling. Event stop mention economic article finally fill.,True,4,1,2,False
1910,4525,3733,4,2024-07-12,Over movement visit space of school receive.,True,5,5,1,False
1911,4526,1163,4,2024-12-15,,False,1,1,3,False
1912,4528,2470,3,2024-11-18,Lead floor stuff very education health.,False,2,2,4,False
1913,4529,4312,5,2025-01-02,,False,5,2,4,False
1914,4531,3859,3,2023-01-06,Clearly minute card.,True,4,4,1,False
1915,4534,4023,2,2023-07-12,Glass camera purpose relate question attention worry.,True,5,3,2,True
1916,4537,1029,2,2023-11-19,,True,1,1,4,False
1917,4538,3805,5,2024-04-23,Face than pull. Thank one long machine indeed perhaps officer.,False,2,1,5,True
1918,4539,3659,2,2024-07-22,More front stop draw hundred.,True,2,2,1,False
1919,4541,1785,4,2023-04-21,,True,4,3,3,True
1920,4542,2862,2,2024-03-27,,True,1,2,3,False
1921,4547,516,4,2024-06-28,,True,1,1,5,False
1922,4550,874,5,2023-07-23,,True,3,2,5,False
1923,4551,1902,3,2023-07-05,Same fly than.,False,3,4,4,False
1924,4552,1630,2,2024-02-17,Else people all building practice maybe statement loss. Piece factor draw large art rich.,False,4,4,2,False
1925,4554,1542,3,2024-06-14,,True,3,4,1,False
1926,4555,4532,1,2024-03-11,,True,5,2,5,False
1927,4558,1629,4,2023-04-03,,False,4,4,1,False
1928,4559,4115,5,2024-04-13,Cover white edge position certainly. Process law not yes center next wonder.,False,4,5,4,False
1929,4563,3944,4,2023-10-31,Upon sort direction husband.,True,3,4,1,False
1930,4565,84,3,2023-03-17,Eye value either.,True,3,2,4,False
1931,4567,849,2,2023-08-22,Best maybe good natural rather doctor.,True,4,1,2,True
1932,4568,3632,2,2023-02-05,,True,2,1,4,False
1933,4570,3923,4,2024-04-16,,True,4,3,3,False
1934,4572,726,2,2023-12-25,,True,4,2,5,False
1935,4574,2246,1,2024-01-17,,True,1,5,2,True
1936,4575,3752,3,2023-12-07,Film show seek opportunity. Go such store day.,True,3,4,2,True
1937,4584,2731,5,2024-10-11,,False,1,4,1,False
1938,4585,3922,4,2023-05-14,Gas agree school.,False,1,1,5,False
1939,4586,3399,2,2023-12-04,Subject police camera wife outside she one. Agent three shake expect read require continue avoid.,False,4,1,5,False
1940,4589,1046,2,2024-05-01,Difference power everyone safe room strategy card.,True,1,2,1,False
1941,4590,4564,1,2023-02-06,,True,3,5,3,True
1942,4592,3441,1,2024-12-06,,True,1,1,3,False
1943,4593,715,1,2024-04-24,Down can cup Mr major notice bad. Capital group benefit indeed.,True,1,5,5,False
1944,4596,3617,4,2023-09-19,,False,3,5,2,False
1945,4599,2650,4,2024-07-08,,True,2,1,1,False
1946,4601,2334,2,2023-02-05,,False,1,3,2,False
1947,4603,1352,3,2023-04-26,,False,4,5,5,False
1948,4605,4508,5,2024-10-04,Market pattern quickly sit family.,False,5,1,1,False
1949,4607,15,2,2023-08-02,Best factor environment civil food low.,True,1,1,2,False
1950,4611,3912,1,2024-11-09,,False,2,4,1,False
1951,4615,3768,5,2024-04-25,,True,2,5,5,True
1952,4616,4871,2,2024-08-01,Standard modern radio research.,False,5,4,2,False
1953,4617,3828,4,2023-11-02,Method black at study. Usually much edge on tell.,False,4,3,1,True
1954,4618,415,5,2025-01-19,,False,1,4,3,False
1955,4619,1782,4,2023-12-14,Anyone by minute physical trade. Name ask marriage college act activity speak.,True,5,2,3,False
1956,4621,1386,2,2024-06-14,Issue describe sometimes rate.,True,1,4,4,False
1957,4625,2342,2,2024-07-18,,True,5,3,2,False
1958,4627,1624,3,2023-04-17,,False,3,2,1,False
1959,4629,3716,5,2023-07-23,Couple interview history this role painting amount. Real around without type organization account still.,True,5,3,2,False
1960,4630,1060,2,2024-04-08,Rest yet animal consumer lay huge region beautiful. Official technology avoid under scene senior skin.,False,4,5,3,False
1961,4631,4372,5,2024-10-31,,True,4,2,1,False
1962,4634,985,5,2024-11-19,,False,1,1,2,True
1963,4639,2725,1,2024-06-17,,True,3,3,1,False
1964,4640,1465,5,2024-02-07,,False,4,3,5,False
1965,4644,358,4,2024-08-16,Write power for as perform me hour. Rich third really hard better so seem.,True,5,4,1,False
1966,4645,1935,5,2024-01-24,,True,5,5,4,False
1967,4648,4403,1,2024-09-08,Friend between truth special probably newspaper. Parent trade season view great instead American.,True,1,4,2,False
1968,4655,276,5,2023-09-18,,True,1,1,2,False
1969,4658,1981,3,2024-07-03,,False,4,3,2,False
1970,4659,3216,1,2023-01-22,,True,3,5,4,False
1971,4662,4147,4,2023-04-06,,False,3,2,3,False
1972,4665,3229,3,2023-09-25,,True,2,2,5,False
1973,4668,1187,4,2024-02-25,,True,4,2,1,True
1974,4669,1389,1,2023-08-18,,False,3,2,2,True
1975,4670,1205,4,2024-02-17,,False,5,1,1,False
1976,4672,2590,5,2023-02-16,There involve interest.,True,5,1,3,False
1977,4674,3396,3,2024-12-04,,True,3,4,1,False
1978,4677,2239,1,2024-01-06,Mouth number rule employee chair old standard.,True,1,4,5,False
1979,4680,2358,2,2024-03-06,,True,5,1,1,False
1980,4682,3178,1,2023-10-30,,False,3,2,3,False
1981,4683,4328,1,2023-08-31,,True,4,1,4,False
1982,4684,2447,3,2023-09-15,Population than popular price rich eye. Television their study generation still response which.,True,4,1,5,True
1983,4685,749,5,2024-01-20,,True,3,1,5,False
1984,4687,1325,2,2023-08-24,,False,5,3,2,True
1985,4689,2001,1,2023-06-20,Weight hit miss next likely most shoulder.,False,4,2,2,False
1986,4690,1106,5,2024-04-01,,True,4,5,1,False
1987,4691,2855,3,2023-12-16,,True,1,2,2,False
1988,4692,366,5,2024-06-29,Future cell money respond analysis government. The avoid administration mention economic hear.,True,1,3,2,True
1989,4700,754,5,2023-03-16,Only so agent media force.,True,4,1,4,False
1990,4704,268,4,2024-06-16,,True,3,5,3,True
1991,4708,2062,1,2024-11-26,,False,4,1,3,False
1992,4711,1249,3,2025-01-09,Strategy population leg. Reason walk southern rather.,True,4,4,5,False
1993,4712,1872,2,2023-07-09,,True,3,1,1,False
1994,4718,4695,1,2023-07-13,,False,4,2,5,False
1995,4720,2583,3,2024-07-01,Son person market professional learn center present know. Quickly natural tree rather middle develop painting.,False,1,4,4,False
1996,4722,3521,4,2023-05-12,,True,5,1,5,False
1997,4725,3018,5,2023-01-29,Call any reduce here current amount it. Near seek the better show win half.,True,3,2,3,False
1998,4728,2938,5,2023-05-01,,True,1,3,3,True
1999,4729,4807,3,2023-09-24,So ball example future.,True,2,4,5,False
2000,4738,1152,3,2024-07-02,,True,1,2,1,False
2001,4739,3369,1,2023-03-03,,True,2,5,5,False
2002,4740,2654,5,2023-07-29,,True,4,3,5,False
2003,4742,2135,1,2023-03-22,Line film on investment. Foreign production above west technology person.,True,5,2,4,False
2004,4743,757,2,2024-07-09,,False,1,1,5,False
