violation_id,ticket_id,violation_type,sla_hours,actual_hours,violation_date,severity,impact,action_taken
410,2279,Response Time,8,24.0,2023-02-16,Minor,Medium,None
411,2287,Response Time,8,24.0,2023-04-04,Critical,Medium,None
412,2288,Response Time,8,24.0,2023-07-26,Minor,Medium,Manager Notified
413,2290,Response Time,8,24.0,2023-12-14,Major,Low,Manager Notified
414,2293,Response Time,8,24.0,2023-02-08,Critical,High,Escalated
415,2301,Response Time,8,24.0,2023-09-04,Minor,Low,Manager Notified
416,2317,Response Time,8,24.0,2023-10-07,Minor,High,Process Review
417,2319,Response Time,8,24.0,2024-04-16,Major,High,None
418,2323,Response Time,2,24.0,2023-06-21,Critical,Low,Escalated
419,2329,Response Time,8,24.0,2023-01-31,Major,High,Process Review
420,2335,Response Time,8,24.0,2023-06-04,Critical,High,None
421,2343,Response Time,8,24.0,2024-01-04,Minor,High,Process Review
422,2344,Response Time,2,24.0,2023-02-19,Critical,Medium,Manager Notified
423,2358,Response Time,2,48.0,2024-02-06,Minor,High,Manager Notified
424,2361,Response Time,8,24.0,2024-02-28,Critical,Low,Escalated
425,2364,Response Time,2,24.0,2023-01-31,Minor,Low,Process Review
426,2365,Response Time,2,24.0,2023-09-22,Major,High,Escalated
427,2366,Response Time,8,24.0,2023-12-18,Major,Low,Manager Notified
428,2367,Response Time,8,24.0,2024-08-28,Critical,Low,None
429,2372,Response Time,2,24.0,2023-12-27,Critical,High,Escalated
430,2374,Response Time,8,24.0,2023-12-15,Major,Low,None
431,2377,Response Time,8,24.0,2024-11-23,Major,High,Process Review
432,2379,Response Time,2,24.0,2024-05-29,Major,Medium,None
433,2386,Response Time,8,24.0,2023-10-14,Critical,Low,Process Review
434,2391,Response Time,8,24.0,2024-05-06,Major,High,Manager Notified
435,2394,Response Time,2,24.0,2023-09-16,Critical,High,Process Review
436,2395,Response Time,8,24.0,2024-02-22,Major,Low,None
437,2399,Response Time,8,24.0,2024-02-15,Major,Low,Escalated
438,2406,Response Time,2,24.0,2023-10-05,Minor,Medium,Manager Notified
439,2411,Response Time,8,24.0,2023-04-14,Critical,High,None
440,2417,Response Time,8,24.0,2024-09-09,Minor,Medium,None
441,2424,Response Time,2,24.0,2023-12-11,Critical,Medium,None
442,2425,Response Time,8,24.0,2023-11-02,Minor,High,None
443,2437,Response Time,2,24.0,2024-02-21,Minor,High,None
444,2438,Response Time,8,24.0,2023-04-03,Major,High,Process Review
445,2440,Response Time,2,24.0,2024-10-15,Minor,Low,Process Review
446,2450,Response Time,2,24.0,2024-01-13,Minor,Low,Process Review
447,2451,Response Time,2,24.0,2023-11-11,Major,Medium,Escalated
448,2454,Response Time,8,24.0,2023-04-05,Major,High,Process Review
449,2455,Response Time,8,24.0,2024-03-24,Critical,High,Escalated
450,2470,Response Time,8,24.0,2023-11-25,Critical,Medium,Process Review
451,2476,Response Time,8,24.0,2023-12-03,Major,Low,Process Review
452,2478,Response Time,2,24.0,2024-09-02,Major,Low,None
453,2483,Response Time,2,48.0,2023-08-24,Critical,High,Process Review
454,2484,Response Time,8,24.0,2024-04-26,Major,Low,Process Review
455,2485,Response Time,8,24.0,2024-03-11,Major,Low,None
456,2488,Response Time,8,24.0,2023-01-11,Critical,Medium,None
457,2489,Response Time,2,24.0,2023-05-31,Major,Medium,Process Review
458,2490,Response Time,2,24.0,2024-12-09,Critical,Medium,Escalated
459,2494,Response Time,2,24.0,2023-12-02,Critical,Medium,Escalated
460,2495,Response Time,2,24.0,2023-11-19,Minor,Medium,None
461,2499,Response Time,8,24.0,2024-05-21,Critical,Low,Manager Notified
462,2502,Response Time,2,24.0,2024-09-20,Critical,Low,Escalated
463,2504,Response Time,2,24.0,2023-11-13,Critical,Low,Manager Notified
464,2512,Response Time,2,24.0,2023-07-21,Critical,Medium,Process Review
465,2518,Response Time,2,24.0,2023-10-11,Major,Medium,Manager Notified
466,2524,Response Time,8,24.0,2024-07-24,Minor,Medium,Manager Notified
467,2527,Response Time,2,24.0,2023-11-10,Critical,Low,Process Review
468,2540,Response Time,2,24.0,2023-06-14,Critical,Low,Process Review
469,2546,Response Time,2,24.0,2024-02-05,Critical,High,None
470,2551,Response Time,8,24.0,2024-08-26,Major,Medium,Process Review
471,2556,Response Time,8,24.0,2023-07-21,Major,Medium,Process Review
472,2557,Response Time,2,24.0,2024-04-07,Critical,Medium,Manager Notified
473,2558,Response Time,8,24.0,2024-04-23,Minor,Low,Escalated
474,2566,Response Time,8,24.0,2023-05-25,Major,Low,Escalated
475,2570,Response Time,8,24.0,2023-09-15,Minor,High,Manager Notified
476,2575,Response Time,8,24.0,2023-04-26,Critical,Low,Manager Notified
477,2582,Response Time,8,24.0,2024-08-24,Critical,Low,Escalated
478,2595,Response Time,2,24.0,2023-05-30,Minor,High,Escalated
479,2602,Response Time,2,24.0,2023-08-21,Critical,Medium,Manager Notified
480,2603,Response Time,8,24.0,2023-08-31,Major,Low,None
481,2628,Response Time,8,24.0,2023-11-15,Minor,Low,Escalated
482,2633,Response Time,2,24.0,2023-07-16,Minor,High,Manager Notified
483,2636,Response Time,24,48.0,2023-09-15,Major,High,Escalated
484,2640,Response Time,8,24.0,2024-08-15,Minor,Medium,None
485,2644,Response Time,2,24.0,2023-03-05,Major,High,Escalated
486,2645,Response Time,2,24.0,2024-11-09,Critical,Low,Escalated
487,2648,Response Time,8,24.0,2023-10-16,Minor,Medium,Escalated
488,2649,Response Time,8,24.0,2024-07-14,Major,High,Escalated
489,2658,Response Time,8,24.0,2024-10-21,Critical,High,Escalated
490,2664,Response Time,2,24.0,2024-08-08,Minor,High,None
491,2680,Response Time,2,24.0,2024-05-06,Minor,Medium,None
492,2698,Response Time,2,24.0,2023-03-20,Minor,Low,None
493,2712,Response Time,2,24.0,2024-03-06,Minor,Low,None
494,2720,Response Time,8,24.0,2024-03-09,Minor,High,Escalated
495,2728,Response Time,8,24.0,2024-12-26,Critical,High,Manager Notified
496,2731,Response Time,8,24.0,2024-03-24,Minor,Medium,Escalated
497,2736,Response Time,8,24.0,2024-02-13,Critical,Medium,Escalated
498,2738,Response Time,2,24.0,2023-08-18,Minor,Low,None
499,2740,Response Time,8,24.0,2024-11-23,Critical,High,Manager Notified
500,2741,Response Time,8,24.0,2023-11-13,Major,High,Manager Notified
501,2743,Response Time,2,24.0,2024-02-09,Critical,High,Manager Notified
502,2745,Response Time,2,24.0,2024-11-08,Major,Medium,Escalated
503,2747,Response Time,2,24.0,2024-11-18,Minor,Medium,None
504,2749,Response Time,2,24.0,2023-01-14,Major,High,Escalated
505,2750,Response Time,8,24.0,2024-06-23,Major,High,Manager Notified
506,2752,Response Time,2,24.0,2023-08-17,Critical,Medium,Escalated
507,2756,Response Time,2,24.0,2023-02-23,Major,High,Escalated
508,2759,Response Time,8,24.0,2024-07-23,Critical,High,None
509,2763,Response Time,2,24.0,2023-05-24,Minor,High,None
510,2766,Response Time,2,24.0,2024-07-27,Critical,Low,Escalated
511,2772,Response Time,2,48.0,2023-01-23,Major,High,Process Review
512,2775,Response Time,2,24.0,2024-08-19,Major,High,Process Review
513,2777,Response Time,8,24.0,2023-12-03,Major,Medium,Manager Notified
514,2786,Response Time,2,24.0,2023-10-27,Major,Medium,Manager Notified
515,2790,Response Time,2,24.0,2024-09-30,Critical,Medium,None
516,2801,Response Time,2,24.0,2023-04-30,Minor,Low,None
517,2806,Response Time,2,24.0,2023-03-28,Critical,High,Process Review
518,2816,Response Time,8,24.0,2023-04-29,Critical,High,None
519,2817,Response Time,8,24.0,2023-02-12,Major,Medium,Process Review
520,2824,Response Time,8,24.0,2023-08-02,Critical,High,Escalated
521,2825,Response Time,8,24.0,2023-07-15,Minor,High,Escalated
522,2827,Response Time,2,24.0,2023-12-12,Critical,Medium,None
523,2829,Response Time,8,24.0,2024-12-26,Major,High,Manager Notified
524,2832,Response Time,8,24.0,2024-12-14,Minor,Medium,None
525,2837,Response Time,2,24.0,2023-03-09,Minor,Medium,Manager Notified
526,2848,Response Time,2,24.0,2023-06-01,Critical,Medium,Process Review
527,2852,Response Time,8,24.0,2024-04-10,Minor,High,Escalated
528,2855,Response Time,8,24.0,2024-12-08,Critical,High,Manager Notified
529,2858,Response Time,8,24.0,2023-09-28,Minor,High,None
530,2861,Response Time,2,24.0,2024-10-31,Critical,Low,None
531,2867,Response Time,8,24.0,2024-05-25,Critical,Low,Manager Notified
532,2871,Response Time,8,24.0,2023-09-24,Critical,Medium,None
533,2876,Response Time,8,24.0,2023-09-25,Critical,Medium,None
534,2884,Response Time,8,24.0,2023-12-27,Critical,Low,Process Review
535,2894,Response Time,8,24.0,2023-01-09,Major,Medium,None
536,2896,Response Time,8,24.0,2024-10-16,Critical,Low,None
537,2897,Response Time,2,24.0,2024-11-11,Minor,High,Process Review
538,2899,Response Time,2,24.0,2023-08-20,Critical,High,Escalated
539,2903,Response Time,2,24.0,2024-08-22,Minor,Low,Escalated
540,2915,Response Time,8,24.0,2023-11-02,Major,Medium,Escalated
541,2920,Response Time,2,24.0,2023-10-24,Critical,Low,Manager Notified
542,2928,Response Time,8,24.0,2023-09-19,Major,Low,Escalated
543,2929,Response Time,2,24.0,2024-04-11,Critical,Low,None
544,2933,Response Time,2,24.0,2023-06-19,Major,Low,None
545,2935,Response Time,8,24.0,2024-01-22,Major,Low,Process Review
546,2938,Response Time,2,24.0,2023-06-18,Critical,Low,Process Review
547,2939,Response Time,8,24.0,2024-06-21,Minor,High,Process Review
548,2941,Response Time,8,24.0,2023-05-13,Critical,High,Escalated
549,2952,Response Time,24,48.0,2023-11-07,Minor,High,Manager Notified
550,2958,Response Time,8,24.0,2023-02-08,Critical,Low,Process Review
551,2960,Response Time,8,24.0,2023-05-02,Major,Low,Process Review
552,2962,Response Time,8,24.0,2023-09-10,Minor,Medium,Manager Notified
553,2964,Response Time,8,24.0,2024-07-16,Minor,Low,Process Review
554,2965,Response Time,2,24.0,2024-08-19,Minor,Medium,None
555,2966,Response Time,2,24.0,2023-11-04,Minor,Low,Escalated
556,2967,Response Time,8,24.0,2023-09-14,Major,Medium,Manager Notified
557,2981,Response Time,8,24.0,2023-01-18,Minor,Medium,Escalated
558,2982,Response Time,8,24.0,2024-09-03,Critical,Medium,Process Review
559,2989,Response Time,2,24.0,2024-06-29,Minor,Medium,Escalated
560,2996,Response Time,8,48.0,2024-11-12,Major,Low,None
561,3000,Response Time,8,24.0,2024-02-14,Minor,High,Escalated
562,3006,Response Time,2,24.0,2023-02-24,Minor,High,Process Review
563,3007,Response Time,2,24.0,2023-08-21,Major,Low,Process Review
564,3012,Response Time,2,24.0,2024-04-06,Major,Medium,None
565,3015,Response Time,8,24.0,2024-11-17,Minor,Medium,Process Review
566,3016,Response Time,8,24.0,2024-08-17,Major,Low,Escalated
567,3021,Response Time,2,24.0,2023-04-05,Critical,Medium,Escalated
568,3026,Response Time,8,24.0,2023-06-02,Major,Medium,Process Review
569,3038,Response Time,8,24.0,2024-10-25,Minor,Medium,Manager Notified
570,3039,Response Time,8,24.0,2023-06-10,Minor,Medium,Escalated
571,3049,Response Time,8,24.0,2023-03-06,Major,Medium,Manager Notified
572,3051,Response Time,2,24.0,2023-04-02,Minor,Low,Process Review
573,3052,Response Time,2,24.0,2024-11-21,Critical,High,Process Review
574,3054,Response Time,2,24.0,2024-01-28,Minor,Medium,Manager Notified
575,3073,Response Time,2,24.0,2023-02-21,Minor,High,Escalated
576,3076,Response Time,2,24.0,2024-01-24,Minor,Medium,Manager Notified
577,3077,Response Time,2,48.0,2024-03-05,Minor,Medium,Manager Notified
578,3088,Response Time,8,24.0,2024-03-21,Minor,Medium,None
579,3090,Response Time,8,24.0,2024-09-20,Major,Low,Process Review
580,3093,Response Time,2,24.0,2024-05-11,Critical,High,Process Review
581,3098,Response Time,8,24.0,2023-06-05,Major,Medium,Escalated
582,3103,Response Time,2,24.0,2024-06-02,Major,Medium,Escalated
583,3111,Response Time,2,24.0,2023-07-27,Minor,High,Escalated
584,3119,Response Time,2,24.0,2023-11-17,Minor,High,Process Review
585,3122,Response Time,2,24.0,2023-10-21,Minor,Low,Escalated
586,3125,Response Time,2,24.0,2024-10-22,Critical,Medium,Escalated
587,3134,Response Time,2,48.0,2024-05-16,Major,Low,None
588,3145,Response Time,8,24.0,2023-03-04,Major,Medium,None
589,3146,Response Time,2,24.0,2023-11-09,Critical,High,Manager Notified
590,3149,Response Time,8,24.0,2024-09-19,Minor,Low,Escalated
591,3156,Response Time,8,24.0,2024-06-14,Minor,Medium,None
592,3160,Response Time,2,24.0,2024-08-24,Major,High,Manager Notified
593,3161,Response Time,8,24.0,2023-06-19,Critical,Medium,Escalated
594,3165,Response Time,2,24.0,2023-08-30,Major,Medium,Manager Notified
595,3169,Response Time,8,24.0,2023-01-07,Minor,Low,None
596,3170,Response Time,2,24.0,2023-10-18,Critical,Medium,None
597,3171,Response Time,2,24.0,2023-06-12,Minor,Medium,Manager Notified
598,3182,Response Time,8,24.0,2023-06-24,Critical,Medium,Manager Notified
599,3184,Response Time,8,24.0,2024-12-15,Critical,Low,Escalated
600,3189,Response Time,8,24.0,2023-10-11,Minor,Medium,Escalated
601,3195,Response Time,8,24.0,2024-03-11,Major,Medium,Escalated
602,3197,Response Time,8,24.0,2024-08-20,Critical,Medium,None
603,3202,Response Time,8,24.0,2024-06-23,Critical,High,Process Review
604,3204,Response Time,8,24.0,2023-07-25,Minor,Low,Escalated
605,3211,Response Time,2,24.0,2023-04-19,Minor,High,None
606,3218,Response Time,8,24.0,2023-12-04,Major,Low,Manager Notified
607,3221,Response Time,8,24.0,2024-10-03,Minor,High,None
608,3222,Response Time,8,24.0,2023-11-16,Minor,Medium,Manager Notified
609,3224,Response Time,2,24.0,2023-03-21,Critical,High,Process Review
610,3240,Response Time,2,24.0,2024-12-17,Minor,Medium,Escalated
611,3244,Response Time,8,24.0,2024-10-20,Minor,Medium,Manager Notified
612,3250,Response Time,2,24.0,2024-04-09,Minor,Low,Escalated
613,3252,Response Time,2,24.0,2024-10-14,Major,Low,None
614,3253,Response Time,2,24.0,2023-07-19,Major,High,None
615,3254,Response Time,2,24.0,2023-11-22,Minor,Low,Process Review
616,3257,Response Time,2,24.0,2024-07-22,Minor,Medium,Process Review
617,3259,Response Time,2,24.0,2023-03-22,Major,High,None
618,3260,Response Time,8,24.0,2024-02-03,Major,High,Manager Notified
619,3267,Response Time,8,24.0,2023-07-13,Critical,Low,Manager Notified
620,3270,Response Time,2,24.0,2023-11-25,Major,Low,None
621,3273,Response Time,2,24.0,2023-07-12,Minor,High,Escalated
622,3275,Response Time,2,24.0,2023-06-23,Major,High,Escalated
623,3290,Response Time,2,24.0,2024-05-26,Major,Low,Process Review
624,3293,Response Time,8,24.0,2024-10-20,Critical,High,Manager Notified
625,3297,Response Time,2,24.0,2023-06-02,Major,Low,Escalated
626,3299,Response Time,8,24.0,2024-06-12,Critical,Medium,Process Review
627,3308,Response Time,8,24.0,2023-06-24,Major,Low,Escalated
628,3309,Response Time,8,24.0,2023-07-17,Minor,High,None
629,3310,Response Time,8,24.0,2023-01-28,Minor,Low,Process Review
630,3315,Response Time,2,24.0,2023-02-13,Minor,Medium,None
631,3317,Response Time,2,24.0,2023-01-15,Minor,Medium,Process Review
632,3320,Response Time,2,24.0,2023-04-19,Major,Low,Escalated
633,3326,Response Time,2,24.0,2023-07-07,Critical,Low,None
634,3364,Response Time,2,24.0,2024-01-25,Major,Medium,Manager Notified
635,3376,Response Time,2,24.0,2023-07-25,Major,Low,None
636,3377,Response Time,2,24.0,2024-03-31,Minor,Low,Escalated
637,3380,Response Time,2,24.0,2023-10-22,Critical,High,Manager Notified
638,3381,Response Time,2,24.0,2024-05-08,Minor,Low,Escalated
639,3392,Response Time,24,48.0,2024-03-26,Critical,Medium,Process Review
640,3402,Response Time,8,24.0,2024-10-01,Critical,High,Manager Notified
641,3404,Response Time,2,24.0,2024-04-23,Minor,Medium,Manager Notified
642,3405,Response Time,8,24.0,2023-10-13,Major,Low,Manager Notified
643,3406,Response Time,2,24.0,2023-03-17,Major,Medium,Escalated
644,3407,Response Time,2,24.0,2023-03-08,Major,Medium,Escalated
645,3423,Response Time,2,24.0,2024-03-26,Minor,Medium,None
646,3428,Response Time,2,24.0,2024-06-30,Major,Medium,Process Review
647,3435,Response Time,2,24.0,2024-08-04,Critical,High,Process Review
648,3439,Response Time,2,24.0,2024-07-12,Minor,Medium,Manager Notified
649,3440,Response Time,2,24.0,2023-10-06,Major,High,Process Review
650,3447,Response Time,8,24.0,2024-01-18,Critical,Low,Process Review
651,3454,Response Time,8,24.0,2024-06-14,Major,Low,None
652,3466,Response Time,2,24.0,2023-03-02,Minor,High,Escalated
653,3474,Response Time,2,24.0,2024-08-21,Critical,Medium,None
654,3477,Response Time,8,24.0,2024-03-01,Major,Low,Process Review
655,3479,Response Time,8,48.0,2024-06-16,Minor,High,Escalated
656,3481,Response Time,8,24.0,2024-08-25,Major,Low,None
657,3492,Response Time,2,24.0,2023-10-15,Major,High,Escalated
658,3497,Response Time,2,24.0,2024-05-01,Major,High,Escalated
659,3499,Response Time,2,24.0,2024-04-03,Critical,Medium,Manager Notified
660,3504,Response Time,2,24.0,2023-07-31,Major,Low,Escalated
661,3538,Response Time,24,48.0,2024-02-26,Major,Low,None
662,3543,Response Time,8,24.0,2024-10-12,Critical,High,Escalated
663,3546,Response Time,2,24.0,2024-04-12,Major,High,Manager Notified
664,3551,Response Time,8,24.0,2023-03-21,Critical,Medium,None
665,3555,Response Time,2,48.0,2024-09-04,Major,Low,Process Review
666,3556,Response Time,8,24.0,2023-02-01,Major,High,Manager Notified
667,3560,Response Time,2,24.0,2024-11-22,Critical,High,Process Review
668,3563,Response Time,2,24.0,2023-01-04,Major,Low,Process Review
669,3564,Response Time,8,24.0,2023-05-05,Critical,Low,Process Review
670,3570,Response Time,2,24.0,2024-06-28,Critical,Low,None
671,3574,Response Time,2,24.0,2023-09-18,Critical,Low,Process Review
672,3576,Response Time,8,24.0,2023-04-27,Minor,Medium,Manager Notified
673,3580,Response Time,2,24.0,2023-06-12,Minor,High,Process Review
674,3583,Response Time,8,24.0,2024-09-07,Critical,High,Manager Notified
675,3589,Response Time,2,24.0,2024-12-07,Major,Low,None
676,3607,Response Time,2,24.0,2023-03-28,Minor,Medium,Escalated
677,3617,Response Time,8,24.0,2024-09-25,Major,Low,Process Review
678,3618,Response Time,2,24.0,2024-03-30,Major,High,Process Review
679,3626,Response Time,2,24.0,2024-02-06,Critical,High,Escalated
680,3632,Response Time,8,24.0,2024-12-11,Critical,High,Escalated
681,3655,Response Time,2,24.0,2023-09-07,Minor,Low,Process Review
682,3656,Response Time,2,24.0,2024-07-20,Minor,Medium,Escalated
683,3666,Response Time,24,48.0,2024-07-01,Major,Medium,Escalated
684,3676,Response Time,2,24.0,2023-10-01,Critical,High,Manager Notified
685,3705,Response Time,2,24.0,2024-09-05,Critical,Low,Process Review
686,3707,Response Time,2,24.0,2024-12-06,Major,Medium,Escalated
687,3708,Response Time,2,24.0,2024-02-23,Minor,High,None
688,3710,Response Time,2,24.0,2024-12-08,Minor,High,Manager Notified
689,3716,Response Time,2,24.0,2023-11-16,Minor,High,Manager Notified
690,3718,Response Time,2,24.0,2023-05-28,Major,Medium,Escalated
691,3733,Response Time,8,24.0,2023-01-06,Critical,Low,Process Review
692,3754,Response Time,8,24.0,2024-05-07,Major,High,Manager Notified
693,3763,Response Time,8,24.0,2023-06-30,Minor,Medium,Manager Notified
694,3768,Response Time,2,24.0,2024-12-17,Major,Medium,None
695,3769,Response Time,2,48.0,2024-05-07,Major,Medium,Escalated
696,3778,Response Time,2,24.0,2023-02-25,Minor,Low,None
697,3782,Response Time,2,24.0,2023-03-23,Major,Low,Manager Notified
698,3785,Response Time,8,24.0,2023-07-16,Critical,Medium,Escalated
699,3787,Response Time,2,24.0,2023-07-24,Major,Low,Escalated
700,3791,Response Time,2,24.0,2023-09-26,Critical,High,Process Review
701,3796,Response Time,2,24.0,2024-02-14,Major,Low,Process Review
702,3797,Response Time,8,24.0,2024-05-24,Critical,Low,Escalated
703,3803,Response Time,8,24.0,2023-04-20,Critical,Low,None
704,3808,Response Time,8,24.0,2024-12-25,Major,Low,Process Review
705,3814,Response Time,8,24.0,2024-07-03,Major,Low,Process Review
706,3816,Response Time,2,24.0,2023-07-17,Critical,High,Process Review
707,3817,Response Time,2,24.0,2024-10-10,Minor,Medium,Manager Notified
708,3818,Response Time,2,24.0,2024-03-23,Minor,High,Manager Notified
709,3830,Response Time,8,24.0,2023-09-21,Major,Low,None
710,3832,Response Time,8,24.0,2023-07-16,Critical,Low,None
711,3842,Response Time,8,24.0,2023-12-10,Critical,Medium,Manager Notified
712,3844,Response Time,2,24.0,2023-01-06,Minor,High,Manager Notified
713,3848,Response Time,8,24.0,2024-05-03,Critical,High,Process Review
714,3854,Response Time,8,24.0,2024-08-27,Critical,Low,Escalated
715,3856,Response Time,2,24.0,2023-02-05,Minor,Low,Process Review
716,3864,Response Time,2,24.0,2023-07-24,Critical,High,None
717,3866,Response Time,8,24.0,2024-11-16,Major,High,Process Review
718,3872,Response Time,2,24.0,2023-02-21,Minor,Medium,Escalated
719,3884,Response Time,8,48.0,2023-07-01,Major,Low,Process Review
720,3888,Response Time,8,24.0,2023-12-25,Major,Medium,Manager Notified
721,3897,Response Time,2,24.0,2023-09-05,Minor,High,Manager Notified
722,3917,Response Time,2,24.0,2024-01-04,Major,Low,Manager Notified
723,3931,Response Time,2,24.0,2023-06-05,Minor,Low,Process Review
724,3935,Response Time,2,24.0,2023-01-31,Minor,Medium,Manager Notified
725,3940,Response Time,8,24.0,2024-06-25,Critical,Low,None
726,3974,Response Time,2,24.0,2023-04-04,Critical,Low,None
727,3977,Response Time,8,24.0,2023-06-01,Major,Medium,Process Review
728,3994,Response Time,2,24.0,2024-05-23,Critical,Low,None
729,3996,Response Time,2,24.0,2023-09-09,Critical,Medium,None
730,4006,Response Time,8,24.0,2023-02-10,Critical,High,Manager Notified
731,4008,Response Time,8,24.0,2023-06-01,Minor,High,Escalated
732,4014,Response Time,2,24.0,2023-07-03,Major,Low,None
733,4015,Response Time,8,24.0,2023-05-10,Minor,Medium,None
734,4023,Response Time,2,24.0,2024-11-17,Minor,Low,Process Review
735,4031,Response Time,2,24.0,2024-11-15,Major,High,Process Review
736,4033,Response Time,8,24.0,2023-07-19,Critical,Medium,Escalated
737,4045,Response Time,2,24.0,2024-04-18,Minor,High,Process Review
738,4055,Response Time,2,24.0,2024-08-16,Major,High,Manager Notified
739,4063,Response Time,8,24.0,2023-09-14,Minor,Low,Escalated
740,4071,Response Time,8,24.0,2023-07-04,Critical,Medium,Process Review
741,4072,Response Time,2,24.0,2023-01-02,Major,Low,Manager Notified
742,4073,Response Time,2,24.0,2023-10-03,Major,Low,None
743,4081,Response Time,2,24.0,2023-11-22,Major,Low,Process Review
744,4083,Response Time,8,24.0,2023-12-11,Minor,Low,Manager Notified
745,4087,Response Time,8,24.0,2023-08-23,Critical,Medium,None
746,4095,Response Time,2,24.0,2024-06-11,Critical,High,Process Review
747,4105,Response Time,2,24.0,2024-09-15,Minor,Medium,Manager Notified
748,4106,Response Time,2,24.0,2024-01-17,Major,Low,Process Review
749,4112,Response Time,8,24.0,2024-12-14,Critical,Low,None
750,4124,Response Time,2,48.0,2024-11-21,Minor,High,Process Review
751,4127,Response Time,8,24.0,2024-09-26,Minor,High,Process Review
752,4128,Response Time,8,24.0,2024-11-03,Critical,Medium,Escalated
753,4134,Response Time,8,24.0,2024-12-21,Critical,Medium,Escalated
754,4139,Response Time,2,24.0,2023-03-01,Minor,Medium,Escalated
755,4151,Response Time,8,24.0,2024-02-20,Minor,High,Process Review
756,4154,Response Time,2,24.0,2023-09-14,Critical,High,Manager Notified
757,4159,Response Time,2,24.0,2024-01-21,Minor,Low,Process Review
758,4165,Response Time,2,24.0,2023-08-19,Critical,High,None
759,4167,Response Time,2,24.0,2024-03-12,Minor,High,Process Review
760,4174,Response Time,8,24.0,2023-11-28,Major,High,Process Review
761,4176,Response Time,2,24.0,2023-08-24,Major,High,Manager Notified
762,4180,Response Time,2,24.0,2024-09-30,Critical,Low,Process Review
763,4189,Response Time,8,24.0,2023-09-26,Critical,Medium,Manager Notified
764,4207,Response Time,2,24.0,2024-04-17,Critical,High,None
765,4211,Response Time,2,24.0,2023-10-28,Minor,Low,Escalated
766,4212,Response Time,8,24.0,2024-08-20,Minor,Medium,None
767,4213,Response Time,8,24.0,2023-02-17,Minor,Medium,Escalated
768,4214,Response Time,8,24.0,2023-10-25,Critical,Low,None
769,4229,Response Time,8,24.0,2023-11-12,Critical,High,None
770,4247,Response Time,24,48.0,2023-08-22,Major,High,Manager Notified
771,4251,Response Time,2,24.0,2024-09-19,Critical,Low,Manager Notified
772,4252,Response Time,2,24.0,2023-09-04,Major,High,None
773,4261,Response Time,8,24.0,2023-03-02,Major,High,Escalated
774,4266,Response Time,8,24.0,2023-11-29,Critical,High,Escalated
775,4273,Response Time,2,24.0,2023-03-12,Critical,Medium,None
776,4274,Response Time,2,24.0,2024-06-07,Critical,High,Escalated
777,4276,Response Time,2,24.0,2023-12-01,Minor,Medium,Escalated
778,4295,Response Time,8,24.0,2023-11-09,Major,Low,None
779,4303,Response Time,2,24.0,2024-07-06,Minor,Low,Process Review
780,4310,Response Time,8,24.0,2023-09-03,Minor,Medium,None
781,4313,Response Time,2,24.0,2023-08-08,Critical,Low,Escalated
782,4336,Response Time,2,24.0,2024-04-26,Critical,Medium,None
783,4343,Response Time,2,24.0,2023-07-06,Major,High,Escalated
784,4345,Response Time,8,24.0,2024-01-17,Critical,Low,Escalated
785,4359,Response Time,2,24.0,2024-05-24,Major,Medium,Manager Notified
786,4366,Response Time,2,24.0,2024-06-05,Major,Low,None
787,4374,Response Time,2,24.0,2023-05-10,Minor,High,None
788,4375,Response Time,2,24.0,2023-12-17,Critical,Low,Manager Notified
789,4378,Response Time,8,24.0,2023-07-01,Critical,High,Process Review
790,4382,Response Time,8,24.0,2024-11-29,Minor,High,Process Review
791,4385,Response Time,2,24.0,2023-04-18,Major,Low,Escalated
792,4386,Response Time,8,24.0,2024-04-22,Critical,High,Escalated
793,4391,Response Time,2,24.0,2024-05-28,Minor,High,Process Review
794,4392,Response Time,2,24.0,2023-04-21,Minor,Low,Manager Notified
795,4398,Response Time,24,48.0,2024-12-10,Minor,Low,Process Review
796,4401,Response Time,8,24.0,2024-11-14,Minor,Medium,Escalated
797,4404,Response Time,8,24.0,2024-02-13,Minor,High,Manager Notified
798,4417,Response Time,2,24.0,2024-06-27,Minor,Low,Process Review
799,4421,Response Time,8,24.0,2023-02-10,Major,High,Manager Notified
800,4427,Response Time,8,24.0,2024-03-27,Minor,Medium,Escalated
801,4439,Response Time,8,24.0,2024-02-08,Critical,High,Process Review
802,4440,Response Time,8,24.0,2024-05-29,Major,High,None
803,4448,Response Time,8,24.0,2024-10-28,Minor,Low,Escalated
804,4456,Response Time,2,24.0,2023-04-15,Critical,High,Process Review
805,4467,Response Time,8,24.0,2024-06-03,Critical,Low,None
806,4468,Response Time,8,24.0,2023-10-30,Minor,High,Process Review
807,4475,Response Time,8,24.0,2024-09-05,Major,Medium,Process Review
808,4476,Response Time,2,24.0,2023-02-13,Minor,Low,None
809,4478,Response Time,8,24.0,2023-02-18,Critical,High,Manager Notified
810,4483,Response Time,8,24.0,2023-11-19,Critical,Low,Process Review
811,4487,Response Time,8,24.0,2023-02-15,Major,High,Manager Notified
812,4491,Response Time,2,24.0,2023-07-25,Critical,High,Escalated
813,4492,Response Time,2,24.0,2023-01-04,Minor,High,Process Review
814,4497,Response Time,2,24.0,2024-11-24,Major,Low,Manager Notified
815,4509,Response Time,8,24.0,2024-07-05,Critical,High,Manager Notified
