opportunity_id,customer_id,rep_id,product_id,opportunity_name,stage,status,value,probability,expected_value,created_date,close_date,last_activity,competitor,decision_criteria,next_steps
1302,4437,6,6,"Deal with Anderson, Thompson and Ross",Prospecting,Negotiation,454475,12,54537.0,2024-08-10,2025-02-09,2024-12-05,Competitor C,Sense week partner production trade control yet smile friend medical life.,Brother bed economic help.
1303,1561,16,5,"Deal with Huang, Lewis and Wyatt",Negotiation,Proposal Sent,28855,26,7502.3,2023-11-26,2024-01-08,2024-09-15,Competitor C,Rule six establish state possible tax employee.,Develop well everybody past side.
1304,1722,16,5,"Deal with Ryan, Ross and Espinoza",Qualification,Proposal Sent,478925,22,105363.5,2023-07-01,2023-11-11,2024-07-26,None,Head understand stand ability team foot industry government.,Do street onto job top phone wear.
1305,1624,17,6,"Deal with Price, Collins and Porter",Closed Lost,Open,140204,68,95338.72,2023-01-31,2023-05-22,2024-12-29,Competitor B,Into price by set boy heavy baby.,Study including body ok computer of.
1306,2021,11,4,Deal with Brown-Schultz,Qualification,Proposal Sent,182838,76,138956.88,2023-11-25,2024-04-10,2024-09-20,Competitor B,Establish environment property order most population.,Wife body conference for himself.
1307,3588,31,2,"Deal with Thomas, Tate and Johnson",Negotiation,Proposal Sent,229968,35,80488.79999999999,2023-03-05,2023-12-11,2024-12-11,In-house,Feeling sit light range force heart her just.,Why social reflect local pattern floor.
1308,4110,14,4,Deal with Parker-Garcia,Closed Lost,Qualified,21430,38,8143.400000000001,2024-10-21,2025-04-28,2024-12-13,Competitor C,Different class particularly listen rest.,If story gas much.
1309,2134,24,1,Deal with Schneider and Sons,Closed Lost,Open,133830,63,84312.9,2023-11-28,2024-06-12,2024-05-05,Competitor B,Sound face rock rate food employee.,Their resource leg.
1310,487,46,3,Deal with Young-May,Qualification,Closed Won,233049,76,177117.24,2023-01-08,2023-09-13,2023-11-24,None,Practice bag visit son soon here really.,Way seat near worry we kind.
1311,4456,18,8,Deal with Stephens Group,Qualification,Proposal Sent,397029,73,289831.17,2024-02-29,2025-01-06,2024-10-27,Competitor B,Oil job chance end we read he daughter.,Election figure at use floor interest.
1312,2477,46,9,Deal with Lane Group,Negotiation,Negotiation,292502,53,155026.06,2024-07-09,2025-02-08,2024-11-17,Competitor A,Catch population radio still audience sister through spring charge.,That paper help than mother across.
1313,1199,21,5,Deal with Chavez-Hunter,Closed Lost,Negotiation,92348,56,51714.880000000005,2023-02-27,2023-04-03,2023-09-29,None,Find tough any yeah ahead receive recent hair check.,Pressure something know body seek.
1314,4992,12,4,Deal with Davis-Scott,Qualification,Proposal Sent,166203,86,142934.58,2024-10-27,2025-04-04,2024-12-13,Competitor A,End thank shake organization born after indeed somebody traditional tough.,Final meeting second.
1315,1377,25,12,Deal with Burke-Pratt,Negotiation,Proposal Sent,28937,15,4340.55,2024-04-09,2024-09-09,2024-05-02,None,Tree pay upon bit little level blue manager bar your money.,Tend election hear mean although hope society.
1316,513,2,9,Deal with Riley-Rodriguez,Closed Lost,Qualified,277055,81,224414.55000000002,2024-09-29,2025-06-19,2024-12-06,Competitor A,Face radio serious service range keep maybe stop list.,Age fill admit full simple provide prove.
1317,3233,38,2,Deal with Sosa Inc,Negotiation,Open,135227,47,63556.689999999995,2024-07-17,2025-04-29,2024-08-22,None,Interesting ok watch public among smile others argue long fact.,Enter rule camera choice difference during before.
1318,3162,37,8,"Deal with Hunt, Mitchell and Fitzpatrick",Qualification,Negotiation,304039,75,228029.25,2024-04-17,2024-10-26,2024-12-01,Competitor B,Chance risk successful wind carry.,Give fear thousand business.
1319,3287,41,12,Deal with Sandoval-Burke,Qualification,Closed Won,433582,51,221126.82,2024-04-18,2025-03-08,2024-07-27,In-house,Really return cost evidence have.,Four animal on.
1320,1368,24,6,Deal with Cooper-Stewart,Proposal,Open,104490,47,49110.299999999996,2024-10-12,2025-08-14,2024-11-27,Competitor A,State fact win weight evidence realize many hard.,Single garden born data.
1321,2048,1,7,Deal with Jackson-Cruz,Closed Lost,Qualified,286800,73,209364.0,2024-09-10,2025-05-13,2024-10-08,Competitor C,Crime dark both why house participant want left cover great.,So account account item become himself piece yes.
1322,4197,39,1,Deal with Morse-Flores,Prospecting,Qualified,494515,39,192860.85,2024-12-27,2025-09-26,2024-12-30,Competitor B,Practice case by miss lose.,Energy despite other movement while church second.
1323,1488,3,2,Deal with Miller-Fields,Proposal,Qualified,248082,83,205908.06,2023-11-14,2024-01-07,2024-02-28,Competitor B,Last window let Democrat upon responsibility.,Special usually in product rest group off.
1324,1663,46,4,Deal with Wright-Macdonald,Prospecting,Qualified,223178,43,95966.54,2024-05-19,2024-08-29,2024-08-14,Competitor A,Reality look own with born.,Finish author professor fish.
1325,4559,39,1,Deal with Carson and Sons,Closed Won,Open,480490,85,408416.5,2024-05-08,2025-01-08,2024-10-24,Competitor A,Remember his far state world matter issue industry truth bank.,Staff bit worry hit.
1326,1503,6,3,Deal with Moreno-Hernandez,Closed Won,Proposal Sent,414802,90,373321.8,2024-04-07,2025-03-14,2024-09-26,In-house,Mother citizen could issue structure.,Back wide force cell able.
1327,4413,40,3,Deal with Collins Group,Closed Lost,Closed Lost,125037,68,85025.16,2023-07-17,2023-08-23,2024-07-14,In-house,Your rise too hand maybe water.,Western school call here remain if ground.
1328,4391,13,2,Deal with Price PLC,Closed Won,Closed Won,153705,68,104519.40000000001,2023-12-30,2024-11-05,2024-09-09,In-house,Away least like paper cover radio information big enjoy myself.,Eight always forget executive life indeed morning.
1329,3753,1,7,Deal with Carson Inc,Proposal,Proposal Sent,17286,49,8470.14,2024-08-17,2025-04-22,2024-10-12,Competitor A,Form enough moment which parent our person view reason.,Student wall can name total relate office structure.
1330,3362,1,1,"Deal with Kim, Meyers and Waters",Qualification,Qualified,94598,47,44461.06,2024-12-25,2025-03-25,2024-12-28,Competitor A,List age stop throw thank both course.,Commercial performance meeting.
1331,2310,12,6,"Deal with Tate, Stanton and Sanchez",Prospecting,Closed Won,95064,88,83656.32,2024-02-08,2024-05-27,2024-05-31,Competitor A,Many son off big place field throughout Congress race.,Get fund ever us.
1332,3583,45,8,"Deal with Scott, Carney and Morton",Prospecting,Closed Won,286128,22,62948.16,2024-07-12,2025-01-30,2024-08-21,Competitor A,Federal improve among much peace structure red finally next car anything.,Rich practice protect seven.
1333,787,48,11,Deal with Long LLC,Qualification,Open,209279,25,52319.75,2023-04-05,2024-03-13,2024-08-21,Competitor A,Support authority night it little tonight economy his.,Employee rather represent anything standard once.
1334,1753,49,11,Deal with Pearson PLC,Negotiation,Closed Lost,368405,63,232095.15,2024-04-01,2025-03-27,2024-08-17,None,Something catch bag option too method pattern way total source.,Surface do less tell state yeah.
1335,4414,8,7,Deal with Castaneda Ltd,Qualification,Qualified,29560,12,3547.2,2024-09-16,2025-01-22,2024-10-19,Competitor B,Risk identify cost expect pick today source case investment will.,Especially usually I name.
1336,1835,43,10,Deal with Davis-Ortega,Closed Lost,Negotiation,329175,61,200796.75,2024-06-21,2025-05-25,2024-12-27,None,Within will view candidate break conference customer summer.,Off church memory.
1337,4819,39,3,"Deal with Clark, Hart and Bailey",Negotiation,Proposal Sent,52677,86,45302.22,2024-04-02,2024-05-11,2024-12-04,Competitor B,Beat major person series girl.,Loss serve stuff where continue.
1338,1059,36,4,"Deal with Harris, Golden and Adams",Closed Won,Closed Won,280138,36,100849.68,2024-07-25,2025-01-03,2024-08-03,Competitor C,To ground message peace maybe move sit.,Year upon same mind treat friend build.
1339,4753,11,3,Deal with Myers-Edwards,Closed Lost,Closed Won,190071,42,79829.81999999999,2023-07-28,2024-04-16,2024-03-24,In-house,Remember situation action task less father today ground employee conference.,His writer especially network plan.
1340,1242,19,11,"Deal with Smith, Pollard and Meyers",Proposal,Qualified,440087,11,48409.57,2024-03-09,2024-05-27,2024-10-21,None,And follow exactly team clearly suffer question site.,Personal nice agent season.
1341,35,46,8,"Deal with Miller, Green and Schmidt",Proposal,Closed Lost,433645,60,260187.0,2024-12-04,2025-01-07,2024-12-12,Competitor C,Trouble already remember can bed responsibility school watch.,On season door build improve side.
1342,4064,6,5,Deal with Cohen Group,Negotiation,Closed Won,159576,19,30319.44,2024-02-16,2025-01-03,2024-07-01,In-house,City when knowledge director usually scene but per capital artist.,Technology none sport.
1343,4758,46,1,"Deal with Schwartz, Miller and Trevino",Proposal,Proposal Sent,35114,28,9831.92,2024-05-28,2024-08-20,2024-11-26,In-house,Western kitchen Mr defense cause.,However tell above special stay paper mouth remember.
1344,3596,24,3,Deal with Flores-Wilson,Qualification,Proposal Sent,28318,30,8495.4,2024-10-21,2025-08-06,2024-12-04,None,Whom military own develop.,Manager right fear job pass.
1345,364,4,11,Deal with Wood LLC,Negotiation,Qualified,315780,75,236835.0,2023-03-04,2023-05-08,2024-05-24,Competitor B,Into sing eye consumer western again she well.,Last rate peace face second.
1346,2970,29,5,"Deal with Smith, Garcia and Velasquez",Negotiation,Closed Lost,214512,58,124416.95999999999,2024-09-24,2025-05-22,2024-12-06,Competitor B,Under which fill candidate try writer life for ok.,Different owner mean result.
1347,3050,28,3,"Deal with Clark, Hill and Reed",Qualification,Negotiation,197379,72,142112.88,2023-08-01,2023-12-02,2023-11-13,Competitor B,Movie final firm nice management study more difference.,Office trouble store lose.
1348,416,22,7,"Deal with Andrews, Tucker and Davies",Closed Lost,Open,458934,48,220288.31999999998,2024-02-05,2024-11-05,2024-05-29,None,Beat coach age range energy begin find ever half.,Court worker ahead difficult.
1349,3095,14,1,"Deal with Murphy, Martinez and Fischer",Proposal,Qualified,95060,61,57986.6,2023-10-16,2024-09-23,2023-11-09,Competitor C,View go particularly relate write pass other place even production.,Administration experience Democrat star base ever quite.
1350,1846,20,1,Deal with Ryan-Boyd,Closed Lost,Negotiation,119685,49,58645.65,2023-04-15,2023-10-18,2024-04-23,None,Box try ago church tree themselves.,Down operation receive drop clear suggest.
1351,2736,26,1,Deal with Boyd Ltd,Proposal,Closed Lost,306502,43,131795.86,2023-08-02,2024-01-16,2024-09-19,Competitor C,Buy low relationship fight style early.,Its conference price new clearly.
1352,2418,25,4,Deal with Richardson LLC,Negotiation,Negotiation,86450,43,37173.5,2024-04-20,2025-03-08,2024-11-08,Competitor C,Between wall none that wide laugh.,Police check ok true either threat.
1353,78,45,3,Deal with James Group,Qualification,Closed Won,199382,19,37882.58,2024-01-31,2024-11-23,2024-12-28,None,Whole those stand inside.,Morning thank would director provide with because black.
1354,542,42,6,"Deal with Roth, Daniels and Reeves",Negotiation,Closed Lost,35332,19,6713.08,2023-05-25,2024-04-28,2023-05-28,Competitor A,Least step now southern politics.,Big me politics kitchen.
1355,3718,8,3,Deal with Fletcher-Davis,Proposal,Negotiation,407196,42,171022.32,2024-06-23,2024-09-26,2024-08-05,Competitor A,Minute under arrive current take strong save parent just watch include.,Important suddenly word someone.
1356,1301,21,6,"Deal with Massey, Sanders and Rodriguez",Qualification,Qualified,305096,31,94579.76,2024-07-09,2025-01-09,2024-08-05,In-house,Account method able structure build business because.,Magazine itself service stock here go.
1357,1692,39,3,"Deal with Boone, Williams and White",Qualification,Closed Lost,419674,28,117508.72000000002,2023-11-28,2024-11-04,2024-07-23,None,Size reveal worry while head name while old fast set.,Only would cut others line.
1358,1647,9,2,Deal with Harris-Hunt,Closed Lost,Negotiation,228619,90,205757.1,2024-07-10,2024-12-11,2024-07-10,Competitor A,These nice fish senior look open administration buy finally sit night.,Mean our record hear.
1359,3565,9,6,Deal with Brooks PLC,Negotiation,Open,407648,51,207900.48,2023-02-21,2023-06-17,2024-11-29,Competitor A,Conference become pattern suddenly hospital.,Start throughout paper worry member.
1360,3478,48,6,"Deal with Duran, Gonzalez and Andrade",Closed Won,Proposal Sent,194466,25,48616.5,2024-12-09,2025-02-25,2024-12-18,Competitor C,Sometimes kitchen stand nearly reflect number international fund.,Opportunity tend with tough five certain scene.
1361,3699,8,1,Deal with Davis PLC,Closed Won,Closed Lost,455205,79,359611.95,2023-09-01,2024-08-26,2023-11-13,Competitor A,Bed national describe different team anyone.,Southern man a work.
1362,1223,44,6,Deal with Brown-Salazar,Prospecting,Qualified,489498,45,220274.1,2023-02-09,2023-07-04,2023-07-16,Competitor B,Perhaps find office nice fire prevent option practice.,Couple be mouth dog.
1363,1074,15,6,Deal with Vance-Avery,Prospecting,Qualified,329041,36,118454.76,2023-07-11,2023-09-13,2023-09-27,Competitor B,Pass bed final effect mean.,Treatment street wear.
1364,2525,31,5,"Deal with Yang, Smith and Hernandez",Closed Won,Qualified,259098,74,191732.52,2023-12-02,2024-03-04,2024-03-23,Competitor C,Garden trouble debate door away board test those money.,By show ground Mr be.
1365,499,16,2,Deal with Matthews Group,Qualification,Closed Lost,27381,56,15333.36,2024-01-10,2024-10-22,2024-12-20,Competitor A,Shoulder race each when choice suddenly full be who.,High only chair contain ask serious my.
1366,4122,17,10,Deal with Wood and Sons,Closed Lost,Negotiation,463137,77,356615.49,2023-08-06,2023-10-26,2024-09-18,In-house,Even finally analysis personal discussion.,News help subject individual consider teacher.
1367,4001,22,2,Deal with Strong-Reeves,Closed Won,Proposal Sent,391800,81,317358.0,2023-05-16,2023-12-27,2024-05-10,In-house,Early kitchen operation since vote.,Grow short prevent less yes event reason suddenly.
1368,4247,33,10,"Deal with Oneal, Patrick and Smith",Proposal,Proposal Sent,492798,34,167551.32,2024-11-04,2024-12-18,2024-12-23,Competitor C,Everyone message close begin finish group energy many.,People admit no condition.
1369,3480,29,2,Deal with Guerra Ltd,Closed Lost,Qualified,6325,73,4617.25,2024-08-30,2024-11-04,2024-09-04,In-house,Either hit usually trouble identify seem energy late across.,Lot concern organization stand early into.
1370,3334,14,5,"Deal with Hood, Macdonald and Grant",Closed Lost,Proposal Sent,43699,59,25782.41,2023-09-23,2024-05-04,2024-11-01,In-house,Later set hard management allow teacher.,Community drop theory program.
1371,115,4,7,Deal with Gomez Group,Proposal,Proposal Sent,145092,90,130582.8,2023-12-22,2024-02-05,2024-01-03,None,Little commercial and break oil hard reason century move.,Usually usually product door front.
1372,1123,47,11,"Deal with Grant, Garza and Bradley",Closed Won,Closed Lost,77069,28,21579.320000000003,2024-09-10,2024-12-10,2024-11-01,None,Add character type another child risk responsibility after.,Which bar television fly least final over same.
1373,2110,49,9,Deal with Myers-Hayes,Qualification,Qualified,135063,35,47272.049999999996,2023-07-10,2023-11-19,2023-08-31,In-house,Game strong her every face.,Event individual you realize.
1374,4360,43,1,Deal with Flores Ltd,Qualification,Closed Won,192456,61,117398.16,2023-05-16,2024-03-08,2024-08-29,Competitor A,Machine fall be matter avoid.,Develop newspaper music build program.
1375,4299,38,5,Deal with White and Sons,Proposal,Closed Lost,481686,85,409433.1,2023-10-02,2023-11-26,2024-01-19,None,Cell sometimes father call.,History some business score feeling them seat.
1376,2138,13,11,Deal with Garcia and Sons,Prospecting,Open,22061,17,3750.3700000000003,2023-12-15,2024-03-10,2024-12-21,In-house,Guess with late more apply.,Bring camera question employee far lose.
1377,359,22,5,Deal with Nelson and Sons,Closed Lost,Qualified,59217,87,51518.79,2024-07-22,2025-02-13,2024-11-18,Competitor A,Month score enter as cause rest.,As answer right memory north television.
1378,4839,27,11,"Deal with Bond, Riddle and Morrow",Closed Won,Negotiation,444797,52,231294.44,2023-07-09,2023-08-12,2024-10-30,In-house,Argue third more look successful understand population box.,Seem drop wall hot rich.
1379,2755,23,1,Deal with Winters PLC,Closed Won,Qualified,46910,44,20640.4,2023-12-30,2024-10-23,2024-07-07,Competitor B,Them customer place since.,Often everything billion bar anything reflect conference.
1380,4890,38,1,Deal with Moore Inc,Closed Lost,Proposal Sent,118057,75,88542.75,2023-02-26,2023-06-03,2024-03-26,In-house,Spend husband suddenly address theory politics democratic outside or west.,Usually reason realize general watch fight.
1381,231,2,11,Deal with Baker-Kennedy,Proposal,Closed Lost,375278,63,236425.14,2023-02-03,2023-10-27,2023-08-13,In-house,Avoid science whole shake truth finally candidate especially well dinner fear.,Probably rich lose point win policy himself soon.
1382,2543,9,4,Deal with Andrews-Guzman,Closed Won,Qualified,409407,17,69599.19,2023-01-31,2023-09-22,2023-06-26,None,Total mother join surface source describe.,Thousand develop sign town know other put.
1383,3440,27,1,Deal with Sloan and Sons,Prospecting,Closed Won,496105,20,99221.0,2024-05-25,2024-07-28,2024-11-17,In-house,Kind project son ok experience require wide great southern.,Machine somebody development true particularly finally mention only.
1384,4120,21,12,Deal with Allen-Jensen,Closed Lost,Qualified,473006,16,75680.96,2024-09-29,2025-06-10,2024-11-19,Competitor A,Manage doctor world unit create make clear.,Quickly hit model defense.
1385,3374,34,2,Deal with Walker-Dunlap,Closed Lost,Proposal Sent,463820,50,231910.0,2023-12-08,2024-04-03,2024-09-04,Competitor A,Couple him respond ago discuss especially get customer safe girl.,Media authority participant ability miss wife book simple.
1386,1754,32,8,"Deal with Dixon, Jones and Weaver",Closed Lost,Open,331391,44,145812.04,2023-07-11,2024-07-07,2023-09-24,In-house,Where line floor gun site sure safe campaign.,Give rest sister heavy one.
1387,1402,8,4,Deal with Williams LLC,Qualification,Negotiation,395438,46,181901.48,2024-03-07,2024-06-23,2024-10-06,Competitor B,Support address decide north red leave.,Feel set wife position surface score dark despite.
1388,3686,18,1,"Deal with Estrada, Eaton and Hernandez",Proposal,Closed Won,23378,56,13091.680000000002,2024-11-16,2025-08-07,2024-12-28,In-house,Knowledge final form indicate during suddenly do.,Present prepare car chair organization wrong skin.
1389,4964,9,10,Deal with Jackson PLC,Negotiation,Proposal Sent,355785,50,177892.5,2023-03-02,2023-06-23,2024-04-21,Competitor B,Charge size inside data food.,Want side rule.
1390,2228,8,11,Deal with Moreno-Leon,Proposal,Closed Won,165745,21,34806.45,2023-09-29,2023-11-24,2024-02-15,Competitor B,Fall employee car audience strong more debate.,Foot here southern billion respond strong much occur.
1391,3853,32,5,"Deal with Horn, Butler and Riley",Closed Lost,Qualified,175000,71,124250.0,2024-01-26,2024-10-29,2024-03-28,In-house,Least dark left surface protect marriage explain some administration night.,Sell six quality discover fire future glass wrong.
1392,1879,7,12,Deal with Peterson Group,Proposal,Open,480174,32,153655.68,2024-02-27,2024-10-19,2024-10-18,Competitor C,Fear without sign investment purpose.,Issue movement partner health clearly fast tonight win.
1393,3644,19,4,"Deal with Dominguez, Stark and Adams",Negotiation,Proposal Sent,287332,34,97692.88,2024-09-09,2025-07-11,2024-12-06,None,Before reason lay west family enough practice firm.,Thought should church people politics specific improve.
1394,3859,18,8,"Deal with Leach, Fernandez and Burns",Prospecting,Proposal Sent,93246,12,11189.52,2024-11-15,2025-01-20,2024-11-18,Competitor A,Often somebody world particularly pass animal to for star.,Data project performance need.
1395,453,31,11,Deal with Montoya and Sons,Qualification,Open,445749,36,160469.63999999998,2023-12-31,2024-10-15,2024-03-17,Competitor C,Quite road imagine experience collection area fine allow.,Require act present.
1396,3410,21,3,"Deal with Collins, Johnson and Merritt",Prospecting,Proposal Sent,38165,64,24425.600000000002,2023-11-11,2024-01-16,2024-10-03,Competitor C,Research rock industry foreign computer as he view.,Notice evening society help half.
1397,1488,14,9,Deal with Johnson Inc,Closed Lost,Negotiation,115285,61,70323.84999999999,2024-10-21,2025-02-03,2024-12-12,None,Break wonder page window decision seat worry rise but foreign election.,Tv paper return adult nation.
1398,825,16,5,Deal with Walters-Lynch,Closed Won,Negotiation,131818,39,51409.020000000004,2023-12-09,2024-06-02,2024-01-08,Competitor B,Guy process behavior soldier soldier information.,Second anyone which add.
1399,3038,26,9,Deal with Cruz-Smith,Proposal,Proposal Sent,53888,24,12933.119999999999,2024-08-03,2024-09-02,2024-11-29,Competitor B,Writer better wife the production place church.,Issue today effort interest.
1400,3443,2,5,Deal with Crawford PLC,Closed Won,Closed Lost,318685,27,86044.95000000001,2024-01-21,2024-10-14,2024-06-27,In-house,Director through how discuss television attack citizen by toward.,Practice possible team marriage fast more I.
1401,4759,18,7,Deal with Potter Inc,Negotiation,Qualified,23553,54,12718.62,2023-07-16,2024-02-08,2024-01-20,Competitor C,Behind less perhaps floor spring cause operation.,Study whose up environmental herself.
1402,3134,14,6,Deal with Parks and Sons,Proposal,Proposal Sent,208581,87,181465.47,2023-05-04,2023-06-16,2024-01-17,In-house,Detail as experience create along total most.,That mind suffer.
1403,2570,42,2,"Deal with Jordan, Wilson and Vazquez",Negotiation,Open,2239,12,268.68,2023-08-18,2024-05-03,2024-02-02,Competitor A,Pass case as safe born listen rest animal.,Seven data manage service particular night agreement.
1404,2366,1,6,"Deal with Tran, Miller and Richards",Proposal,Negotiation,251212,82,205993.84,2023-02-08,2023-05-03,2024-12-15,Competitor B,Center pretty service after white start art wall century general.,Expert five where among cell shoulder.
1405,202,25,7,Deal with Jones-Silva,Closed Lost,Closed Won,481818,33,158999.94,2024-08-01,2025-01-18,2024-08-05,Competitor C,Never customer firm generation.,Someone direction magazine peace couple last.
1406,4024,50,8,Deal with Murray PLC,Qualification,Closed Lost,242478,38,92141.64,2024-08-25,2025-07-10,2024-11-13,Competitor C,Already can example star movie relate community it.,Station garden fast opportunity game front billion.
1407,1267,20,5,Deal with Allen LLC,Closed Won,Closed Won,246583,38,93701.54000000001,2023-09-13,2024-03-20,2024-10-15,None,Quite deal front take voice loss.,Himself government international suggest nothing above.
1408,2221,34,5,Deal with Anderson-Drake,Closed Lost,Qualified,76439,24,18345.36,2024-06-22,2024-12-07,2024-10-21,In-house,Kind chance or central both short enough.,Today talk agency so town.
1409,2039,47,8,"Deal with Montgomery, Powers and Duffy",Negotiation,Negotiation,42112,10,4211.2,2024-07-28,2025-06-05,2024-09-09,In-house,Support gas forward modern score.,With financial magazine edge red.
1410,4448,36,11,Deal with Shaw LLC,Prospecting,Open,384171,82,315020.22,2024-04-30,2024-07-24,2024-09-17,In-house,Star tree matter rest front choose radio.,Spring believe option degree page.
1411,406,19,8,Deal with Yoder-Moore,Closed Lost,Closed Won,205400,69,141726.0,2023-03-05,2024-01-14,2024-03-23,Competitor C,The past clearly key look.,Key among rather themselves close.
1412,1279,42,1,Deal with Hardy-Jennings,Negotiation,Open,430443,76,327136.68,2023-09-01,2024-08-16,2024-11-07,In-house,Executive media security agent defense bed board mouth security nothing.,Course left as human southern include ask use.
1413,4997,25,1,"Deal with Blackwell, Pittman and Morales",Qualification,Qualified,409514,53,217042.42,2024-08-30,2025-08-29,2024-09-15,Competitor A,Quality chance important behind process major term economic national.,Sport money beautiful economy full.
1414,587,26,10,Deal with Morrow-Edwards,Negotiation,Open,214733,13,27915.29,2024-09-26,2025-01-20,2024-10-02,Competitor A,Treat main worker picture join economy discover seat case.,Fire realize will boy health.
1415,1524,8,10,"Deal with Gibbs, Fisher and Sherman",Closed Won,Open,256457,48,123099.36,2024-11-18,2025-08-19,2024-11-30,Competitor C,Whom follow wind eat seven yard safe.,Crime ahead while.
1416,1308,47,6,"Deal with Coleman, Jackson and Adams",Closed Lost,Open,489111,80,391288.80000000005,2023-05-05,2024-04-11,2024-11-03,Competitor B,Again responsibility weight within early article us not.,Spring list buy arrive inside democratic want.
1417,4201,28,1,Deal with Carpenter Inc,Negotiation,Closed Won,197642,74,146255.08,2023-06-14,2023-10-11,2024-10-25,None,Also officer event war Mrs executive responsibility research strategy.,Society example take.
1418,2050,50,9,"Deal with Olson, Gross and Ramos",Prospecting,Closed Lost,156556,89,139334.84,2023-11-26,2024-01-23,2023-12-21,None,Truth training during type institution husband where.,Catch wear anyone agency science.
1419,1087,29,10,"Deal with Carrillo, Spears and Frazier",Proposal,Closed Lost,298116,69,205700.03999999998,2024-07-06,2024-09-15,2024-09-06,In-house,Least example soldier son concern lot ahead course anyone father mean.,Just explain theory election mind hair risk key.
1420,1650,16,1,Deal with Smith Ltd,Closed Lost,Closed Lost,395173,76,300331.48,2023-12-28,2024-10-09,2024-10-13,In-house,Add painting group stand color.,Better could TV.
1421,1692,8,1,"Deal with Stein, Bradley and Richmond",Closed Won,Open,387965,71,275455.14999999997,2024-08-14,2024-10-07,2024-09-04,None,Opportunity tonight understand notice poor street agree decide help.,Dinner management color particularly herself six.
1422,1023,16,10,"Deal with Jackson, Tate and Brown",Prospecting,Qualified,153686,49,75306.14,2024-07-11,2025-02-21,2024-08-14,Competitor A,Smile every show box civil economy.,Hot ground attack heart present.
1423,2595,1,8,Deal with Schmidt-Baker,Closed Won,Closed Won,405401,57,231078.56999999998,2024-07-08,2024-11-06,2024-07-17,Competitor A,Teach local safe degree party popular.,Throw despite lead little officer itself.
1424,1341,36,3,Deal with Crane-Kirk,Closed Won,Closed Won,100837,87,87728.19,2023-12-25,2024-01-27,2024-11-04,Competitor C,Wind administration system money unit.,Option area four yard box.
1425,3833,48,10,Deal with Miller Group,Closed Won,Negotiation,404424,55,222433.2,2024-12-26,2025-03-01,2024-12-28,None,Piece teach seat of carry knowledge listen crime explain until language.,Or ask might.
1426,4389,28,12,Deal with Harrison Group,Qualification,Qualified,16973,62,10523.26,2024-01-13,2024-12-10,2024-02-16,Competitor C,Upon mother especially speech father political director than task right.,While military guy lot on.
1427,3083,2,1,"Deal with Hall, Wheeler and Ford",Proposal,Qualified,4695,65,3051.75,2023-02-03,2023-06-06,2023-04-30,Competitor C,Fight raise Mrs seem computer senior left simply never drop.,Real project western mouth.
1428,927,26,1,"Deal with Castillo, Garcia and Velasquez",Negotiation,Negotiation,136822,61,83461.42,2024-11-09,2025-06-11,2024-12-21,Competitor C,Election discuss not house we performance second personal occur foot.,Woman mind benefit field.
1429,2261,33,1,Deal with Young LLC,Negotiation,Closed Won,435969,31,135150.38999999998,2023-04-20,2023-10-14,2024-04-15,Competitor B,Hold fish focus doctor health seek after important tell.,Treat lot before.
1430,2019,26,7,Deal with Ortiz-Ramirez,Proposal,Negotiation,206871,81,167565.51,2024-10-31,2025-05-12,2024-11-09,Competitor A,Always church at once light thousand.,Decision knowledge often can require economy meeting.
1431,1616,19,3,"Deal with Green, Davis and Galvan",Closed Lost,Closed Won,69900,86,60114.0,2024-08-31,2024-11-16,2024-12-17,In-house,Why hope improve large public baby story young foreign.,Despite wall owner after.
1432,3443,10,5,"Deal with Baker, Hernandez and Cohen",Negotiation,Open,180131,49,88264.19,2024-09-03,2025-04-29,2024-10-21,In-house,Ago age approach accept everybody hair house break town air.,Speech decide forget suffer field near.
1433,4766,21,8,Deal with Hall LLC,Negotiation,Negotiation,313205,47,147206.35,2023-08-03,2024-06-02,2024-12-11,Competitor B,Hit after cold mention activity move role fight personal.,Method practice general who off.
1434,3464,50,7,Deal with Jefferson-Park,Closed Won,Closed Won,76814,89,68364.46,2024-08-27,2024-12-11,2024-08-31,Competitor C,Training name time around development bit hair draw way.,Amount nice truth everything class.
1435,4670,47,2,Deal with Wright-Short,Negotiation,Open,410003,77,315702.31,2024-09-17,2025-03-21,2024-11-27,Competitor A,Organization agent we compare rule.,Language two half rock significant.
1436,3874,46,2,"Deal with Petersen, Beck and Lee",Negotiation,Proposal Sent,170367,82,139700.94,2024-06-26,2025-05-10,2024-08-24,In-house,Guy project around budget by we big increase although.,Federal off two stuff feeling.
1437,256,34,5,Deal with Murphy-Johnson,Negotiation,Negotiation,19989,42,8395.38,2024-01-06,2024-02-13,2024-10-17,None,Skin like general near news television political the.,Black sport position fight two major.
1438,3735,29,7,"Deal with Rodriguez, Burton and Long",Closed Lost,Negotiation,425610,74,314951.4,2023-01-31,2023-12-17,2023-12-21,Competitor C,Sing third three already near article.,Practice and simply buy I.
1439,2526,38,5,Deal with Harrington-Obrien,Negotiation,Qualified,274326,61,167338.86,2023-07-05,2023-09-22,2024-08-26,In-house,Else third also new school staff stay push upon.,Decide policy cultural fear.
1440,3057,47,7,Deal with Mullins PLC,Closed Won,Closed Won,237650,50,118825.0,2024-06-20,2025-06-06,2024-11-27,Competitor B,Candidate within business car third appear especially beautiful crime.,Approach smile power risk care behind.
