journey_id,lead_id,current_stage,stage_progression,total_stages,days_in_stage,touchpoints_count,channels_used,content_consumed,engagement_score,next_expected_action,predicted_conversion_probability,last_stage_change
972,972,Intent,4,7,14,8,3,5,0.19,Purchase,0.25,2024-12-15
973,973,Interest,2,7,49,15,5,20,0.78,Call,0.52,2024-12-22
974,974,Evaluation,5,7,74,10,3,16,0.31,Email Open,0.83,2024-12-28
975,975,Awareness,1,7,76,5,2,18,0.57,Form Submit,0.37,2024-11-04
976,976,Consideration,3,7,13,5,2,2,0.25,Call,0.36,2024-10-10
977,977,Retention,7,7,32,9,2,15,0.19,Form Submit,0.87,2024-12-06
978,978,Evaluation,5,7,18,12,4,14,0.25,Website Visit,0.42,2024-10-21
979,979,Evaluation,5,7,13,4,1,2,0.42,Call,0.89,2024-07-30
980,980,Consideration,3,7,48,3,2,11,0.89,Purchase,0.52,2024-04-15
981,981,Retention,7,7,53,14,4,15,0.72,Email Open,0.89,2024-06-11
982,982,Purchase,6,7,69,12,4,5,0.12,Email Open,0.19,2024-11-20
983,983,Retention,7,7,80,4,3,0,0.33,Call,0.75,2024-07-07
984,984,Evaluation,5,7,4,4,4,1,0.92,Website Visit,0.63,2024-11-03
985,985,Awareness,1,7,68,3,2,0,0.76,Email Open,0.13,2024-12-03
986,986,Retention,7,7,28,8,5,11,0.41,Website Visit,0.11,2023-10-29
987,987,Consideration,3,7,40,1,4,10,0.52,Website Visit,0.32,2024-05-14
988,988,Evaluation,5,7,29,4,5,20,0.12,Email Open,0.76,2024-06-28
989,989,Interest,2,7,16,11,5,12,0.93,Call,0.34,2024-10-05
990,990,Purchase,6,7,66,3,5,2,0.3,Form Submit,0.6,2024-12-27
991,991,Intent,4,7,27,11,2,10,0.49,Form Submit,0.69,2024-11-30
992,992,Interest,2,7,29,2,5,10,0.45,Call,0.87,2024-08-12
993,993,Evaluation,5,7,80,5,2,3,0.99,Purchase,0.2,2024-12-26
994,994,Retention,7,7,27,10,4,6,0.59,Purchase,0.72,2024-06-08
995,995,Awareness,1,7,55,4,2,0,0.22,Purchase,0.41,2024-04-19
996,996,Retention,7,7,83,15,4,0,0.51,Email Open,0.17,2024-12-10
997,997,Consideration,3,7,35,1,1,16,0.89,Purchase,0.25,2024-10-17
998,998,Purchase,6,7,22,13,1,13,0.78,Form Submit,0.52,2023-05-04
999,999,Intent,4,7,65,3,1,3,0.1,Call,0.33,2024-09-11
1000,1000,Purchase,6,7,61,2,1,2,0.44,Email Open,0.39,2024-12-02
1001,1001,Consideration,3,7,53,3,3,18,0.64,Website Visit,0.8,2024-09-14
1002,1002,Evaluation,5,7,46,14,4,20,0.32,Purchase,0.29,2024-10-13
1003,1003,Intent,4,7,30,6,3,13,0.17,Email Open,0.37,2024-03-16
1004,1004,Awareness,1,7,6,11,5,0,0.71,Website Visit,0.9,2024-12-25
1005,1005,Consideration,3,7,46,2,1,19,0.44,Form Submit,0.82,2024-07-24
1006,1006,Evaluation,5,7,26,6,3,12,0.73,Form Submit,0.77,2024-04-04
1007,1007,Retention,7,7,51,15,4,20,0.98,Call,0.66,2024-08-21
1008,1008,Awareness,1,7,87,3,5,8,0.73,Website Visit,0.56,2024-12-29
1009,1009,Awareness,1,7,24,7,2,3,0.63,Website Visit,0.27,2024-01-20
1010,1010,Awareness,1,7,83,7,1,4,0.88,Form Submit,0.28,2024-01-27
1011,1011,Awareness,1,7,57,8,5,17,0.59,Call,0.77,2024-08-31
1012,1012,Purchase,6,7,78,13,1,10,0.86,Website Visit,0.77,2024-09-09
1013,1013,Evaluation,5,7,61,4,2,16,0.32,Website Visit,0.42,2024-12-29
1014,1014,Intent,4,7,51,15,3,11,0.74,Website Visit,0.36,2024-02-23
1015,1015,Purchase,6,7,34,12,5,17,0.26,Email Open,0.71,2024-10-09
1016,1016,Evaluation,5,7,51,8,2,10,0.21,Form Submit,0.12,2024-10-26
1017,1017,Evaluation,5,7,19,12,1,20,0.41,Website Visit,0.19,2024-11-14
1018,1018,Evaluation,5,7,80,11,3,9,0.37,Website Visit,0.79,2024-07-03
1019,1019,Interest,2,7,24,12,2,8,0.13,Form Submit,0.22,2024-12-28
1020,1020,Purchase,6,7,44,4,4,4,0.53,Form Submit,0.41,2024-08-30
1021,1021,Interest,2,7,25,8,5,5,0.37,Call,0.17,2023-09-01
1022,1022,Purchase,6,7,1,4,3,18,0.46,Purchase,0.6,2024-02-06
1023,1023,Evaluation,5,7,26,5,1,9,0.97,Email Open,0.32,2024-11-17
1024,1024,Intent,4,7,23,2,3,16,0.38,Call,0.61,2024-06-29
1025,1025,Awareness,1,7,69,1,1,7,0.54,Purchase,0.23,2024-10-28
1026,1026,Evaluation,5,7,40,7,2,7,0.45,Call,0.12,2024-12-14
1027,1027,Evaluation,5,7,85,14,1,13,0.53,Purchase,0.59,2024-07-17
1028,1028,Evaluation,5,7,88,4,5,3,0.79,Call,0.52,2024-09-06
1029,1029,Consideration,3,7,80,8,5,9,0.53,Call,0.15,2024-01-12
1030,1030,Evaluation,5,7,77,15,2,4,0.6,Form Submit,0.5,2024-11-09
1031,1031,Evaluation,5,7,3,13,4,19,0.87,Call,0.39,2024-03-09
1032,1032,Intent,4,7,25,12,4,3,0.64,Form Submit,0.25,2024-12-25
1033,1033,Awareness,1,7,31,15,3,18,0.95,Website Visit,0.67,2024-09-10
1034,1034,Evaluation,5,7,5,2,2,1,0.91,Website Visit,0.13,2024-12-27
1035,1035,Consideration,3,7,26,15,1,9,0.83,Purchase,0.65,2024-09-04
1036,1036,Evaluation,5,7,7,8,5,13,0.3,Purchase,0.81,2024-10-06
1037,1037,Interest,2,7,1,6,2,13,0.34,Website Visit,0.49,2024-04-04
1038,1038,Intent,4,7,52,7,2,1,0.49,Email Open,0.82,2024-11-28
1039,1039,Consideration,3,7,85,11,1,9,0.81,Website Visit,0.65,2024-09-16
1040,1040,Intent,4,7,26,9,3,4,0.45,Call,0.29,2024-10-06
1041,1041,Evaluation,5,7,5,2,2,15,0.75,Form Submit,0.61,2024-12-21
1042,1042,Purchase,6,7,13,10,4,17,0.64,Email Open,0.59,2024-07-10
1043,1043,Consideration,3,7,60,12,3,17,0.8,Form Submit,0.77,2024-09-28
1044,1044,Purchase,6,7,49,10,2,14,0.22,Purchase,0.63,2024-03-30
1045,1045,Retention,7,7,54,15,3,20,0.5,Form Submit,0.15,2024-02-24
1046,1046,Intent,4,7,32,8,4,13,0.94,Call,0.62,2024-09-11
1047,1047,Purchase,6,7,35,1,1,17,0.42,Form Submit,0.17,2024-08-22
1048,1048,Evaluation,5,7,89,4,2,5,0.3,Call,0.17,2024-07-15
1049,1049,Retention,7,7,73,15,2,16,0.76,Purchase,0.62,2024-08-08
1050,1050,Interest,2,7,48,8,2,12,0.36,Form Submit,0.17,2024-11-21
1051,1051,Awareness,1,7,65,7,5,17,0.88,Website Visit,0.35,2024-11-21
1052,1052,Evaluation,5,7,54,14,3,2,0.78,Purchase,0.84,2024-01-22
1053,1053,Retention,7,7,47,7,5,11,0.76,Website Visit,0.71,2024-09-02
1054,1054,Awareness,1,7,62,14,5,4,0.79,Email Open,0.54,2024-02-04
1055,1055,Interest,2,7,90,6,4,14,0.23,Form Submit,0.58,2023-11-21
1056,1056,Retention,7,7,89,12,5,12,0.47,Form Submit,0.78,2024-04-02
1057,1057,Retention,7,7,28,1,4,2,0.66,Email Open,0.17,2024-09-23
1058,1058,Consideration,3,7,58,8,5,8,0.14,Form Submit,0.51,2024-04-02
1059,1059,Intent,4,7,49,11,4,12,0.9,Email Open,0.48,2024-11-13
1060,1060,Interest,2,7,40,9,1,11,0.32,Email Open,0.9,2024-10-13
1061,1061,Purchase,6,7,11,10,2,10,0.97,Website Visit,0.82,2024-05-10
1062,1062,Awareness,1,7,41,8,5,14,0.94,Website Visit,0.18,2024-08-25
1063,1063,Intent,4,7,78,8,3,9,0.59,Form Submit,0.62,2024-10-01
1064,1064,Consideration,3,7,17,6,5,17,0.74,Email Open,0.71,2024-12-29
1065,1065,Awareness,1,7,2,15,1,20,0.25,Website Visit,0.52,2024-08-25
1066,1066,Retention,7,7,16,15,3,5,0.98,Form Submit,0.46,2024-02-24
1067,1067,Evaluation,5,7,88,13,5,17,0.36,Email Open,0.11,2024-10-23
1068,1068,Awareness,1,7,75,1,5,5,0.79,Call,0.55,2024-03-29
1069,1069,Retention,7,7,80,2,1,7,0.76,Website Visit,0.76,2024-11-15
1070,1070,Interest,2,7,15,6,4,1,0.93,Call,0.26,2024-12-29
1071,1071,Intent,4,7,17,11,1,11,0.12,Purchase,0.79,2024-11-18
1072,1072,Awareness,1,7,87,2,5,18,0.51,Form Submit,0.86,2024-04-26
1073,1073,Consideration,3,7,68,11,1,3,0.68,Email Open,0.54,2024-08-06
1074,1074,Consideration,3,7,36,6,3,6,0.65,Purchase,0.35,2024-08-15
1075,1075,Purchase,6,7,58,12,1,1,0.11,Website Visit,0.7,2024-02-01
1076,1076,Intent,4,7,49,15,5,1,0.85,Purchase,0.67,2024-12-30
1077,1077,Intent,4,7,85,2,1,17,0.15,Purchase,0.25,2024-12-12
1078,1078,Retention,7,7,45,7,4,9,0.77,Form Submit,0.81,2024-08-28
1079,1079,Interest,2,7,49,10,3,15,0.43,Website Visit,0.24,2024-01-31
1080,1080,Consideration,3,7,58,13,4,1,0.47,Email Open,0.38,2024-10-08
1081,1081,Intent,4,7,26,3,1,17,0.52,Purchase,0.69,2024-03-02
1082,1082,Retention,7,7,68,3,1,3,0.59,Form Submit,0.23,2024-11-17
1083,1083,Awareness,1,7,32,15,1,16,0.3,Form Submit,0.75,2024-12-21
1084,1084,Interest,2,7,20,12,5,6,0.36,Purchase,0.24,2024-07-28
1085,1085,Evaluation,5,7,35,7,1,1,0.37,Website Visit,0.17,2024-11-02
1086,1086,Consideration,3,7,20,7,1,3,0.83,Purchase,0.69,2024-11-29
1087,1087,Purchase,6,7,65,13,3,6,0.12,Form Submit,0.55,2023-04-19
1088,1088,Consideration,3,7,61,15,1,13,0.97,Purchase,0.64,2023-07-11
1089,1089,Intent,4,7,83,9,4,3,0.97,Email Open,0.28,2024-11-27
1090,1090,Evaluation,5,7,62,7,2,10,0.37,Email Open,0.42,2024-12-02
1091,1091,Purchase,6,7,66,13,2,0,0.76,Purchase,0.26,2024-08-15
1092,1092,Awareness,1,7,25,13,3,10,0.28,Website Visit,0.82,2024-12-26
1093,1093,Awareness,1,7,62,10,1,20,0.67,Website Visit,0.47,2023-06-21
1094,1094,Consideration,3,7,75,8,5,11,0.55,Purchase,0.14,2023-12-26
1095,1095,Consideration,3,7,7,1,1,14,0.76,Call,0.76,2024-10-29
1096,1096,Interest,2,7,8,5,2,13,0.14,Email Open,0.35,2024-11-16
1097,1097,Intent,4,7,55,4,3,20,0.62,Email Open,0.34,2024-11-11
1098,1098,Intent,4,7,55,13,3,3,0.16,Call,0.67,2024-08-09
1099,1099,Intent,4,7,44,15,3,14,0.84,Call,0.88,2024-11-13
1100,1100,Purchase,6,7,82,3,4,5,0.29,Form Submit,0.13,2024-12-05
1101,1101,Interest,2,7,89,12,1,1,0.45,Email Open,0.82,2024-10-21
1102,1102,Consideration,3,7,16,8,1,12,0.49,Form Submit,0.31,2024-07-20
1103,1103,Consideration,3,7,23,6,4,9,0.93,Form Submit,0.36,2024-12-27
1104,1104,Evaluation,5,7,56,10,4,1,0.71,Email Open,0.69,2024-12-26
1105,1105,Intent,4,7,62,7,2,3,0.81,Email Open,0.5,2024-12-12
1106,1106,Intent,4,7,73,7,5,0,0.76,Email Open,0.8,2024-12-03
1107,1107,Retention,7,7,38,7,2,10,0.6,Call,0.7,2024-06-28
1108,1108,Consideration,3,7,55,2,1,5,0.24,Website Visit,0.79,2024-12-25
1109,1109,Retention,7,7,39,3,1,17,0.43,Website Visit,0.26,2024-12-24
1110,1110,Consideration,3,7,90,8,5,12,0.55,Call,0.69,2024-06-29
1111,1111,Interest,2,7,44,13,2,6,0.94,Call,0.33,2024-09-01
1112,1112,Intent,4,7,57,9,5,5,0.92,Purchase,0.21,2024-07-05
1113,1113,Interest,2,7,84,15,5,2,0.9,Purchase,0.21,2024-10-06
1114,1114,Evaluation,5,7,77,2,1,3,0.12,Website Visit,0.46,2024-11-23
1115,1115,Intent,4,7,36,10,3,18,0.79,Call,0.69,2024-12-30
1116,1116,Purchase,6,7,40,3,4,15,0.49,Purchase,0.64,2023-10-28
1117,1117,Consideration,3,7,88,12,2,3,1.0,Website Visit,0.29,2024-12-02
1118,1118,Awareness,1,7,44,10,4,0,0.96,Form Submit,0.86,2024-10-08
1119,1119,Evaluation,5,7,39,11,5,13,0.37,Purchase,0.43,2024-09-01
1120,1120,Intent,4,7,81,12,2,11,0.23,Purchase,0.13,2023-09-15
1121,1121,Awareness,1,7,22,10,2,10,0.11,Email Open,0.17,2024-11-10
1122,1122,Interest,2,7,26,14,1,7,0.21,Email Open,0.14,2024-10-23
1123,1123,Interest,2,7,24,2,1,0,0.22,Form Submit,0.57,2024-06-11
1124,1124,Consideration,3,7,83,8,1,14,0.83,Email Open,0.62,2024-10-22
1125,1125,Purchase,6,7,81,14,2,13,0.63,Call,0.39,2024-10-22
1126,1126,Retention,7,7,22,12,5,9,0.98,Email Open,0.71,2024-07-20
1127,1127,Retention,7,7,13,4,3,2,0.19,Purchase,0.51,2024-02-19
1128,1128,Purchase,6,7,87,15,4,3,0.63,Email Open,0.35,2024-02-04
1129,1129,Awareness,1,7,72,13,4,17,0.85,Website Visit,0.72,2024-12-28
1130,1130,Consideration,3,7,18,5,3,17,0.56,Call,0.63,2024-12-08
1131,1131,Retention,7,7,84,13,1,0,0.3,Call,0.71,2024-10-25
1132,1132,Purchase,6,7,10,1,5,1,0.89,Email Open,0.55,2024-09-30
1133,1133,Evaluation,5,7,5,13,4,7,0.79,Form Submit,0.2,2024-11-12
1134,1134,Evaluation,5,7,15,11,5,12,0.41,Call,0.57,2024-12-29
1135,1135,Evaluation,5,7,28,7,2,4,0.62,Purchase,0.27,2023-07-25
1136,1136,Evaluation,5,7,11,6,3,11,0.59,Purchase,0.61,2024-12-26
1137,1137,Consideration,3,7,71,2,4,12,0.85,Website Visit,0.42,2023-12-14
1138,1138,Interest,2,7,49,3,4,3,0.68,Form Submit,0.26,2024-09-24
1139,1139,Interest,2,7,51,11,3,2,0.98,Call,0.64,2024-11-10
1140,1140,Purchase,6,7,46,4,2,4,0.6,Call,0.33,2024-11-20
1141,1141,Consideration,3,7,7,4,2,17,0.47,Call,0.82,2024-02-15
1142,1142,Awareness,1,7,76,2,5,8,0.85,Email Open,0.38,2024-11-08
1143,1143,Intent,4,7,33,15,5,8,0.23,Form Submit,0.29,2024-12-20
1144,1144,Purchase,6,7,61,13,2,7,0.82,Call,0.89,2024-12-04
1145,1145,Retention,7,7,46,7,5,17,0.62,Form Submit,0.35,2024-01-28
1146,1146,Interest,2,7,69,4,4,9,0.14,Call,0.8,2024-11-05
1147,1147,Evaluation,5,7,78,14,1,19,0.75,Email Open,0.16,2024-12-22
1148,1148,Retention,7,7,46,15,4,20,0.68,Call,0.49,2024-12-25
1149,1149,Interest,2,7,26,6,4,4,0.6,Form Submit,0.31,2024-04-04
1150,1150,Awareness,1,7,69,1,1,19,0.56,Call,0.42,2024-08-05
1151,1151,Consideration,3,7,86,11,5,8,0.14,Email Open,0.55,2024-06-07
1152,1152,Consideration,3,7,90,4,4,5,0.78,Purchase,0.17,2024-09-28
1153,1153,Retention,7,7,4,11,4,17,0.37,Website Visit,0.82,2024-10-01
1154,1154,Intent,4,7,23,15,3,14,0.7,Form Submit,0.34,2024-11-03
1155,1155,Awareness,1,7,83,3,1,16,0.61,Call,0.86,2024-10-12
1156,1156,Purchase,6,7,36,15,5,7,0.98,Form Submit,0.16,2024-12-30
1157,1157,Awareness,1,7,3,7,1,15,0.33,Email Open,0.55,2024-12-13
1158,1158,Consideration,3,7,11,3,4,20,0.13,Call,0.36,2024-01-22
1159,1159,Awareness,1,7,51,12,1,9,0.78,Form Submit,0.66,2024-01-18
1160,1160,Retention,7,7,5,14,4,8,0.17,Purchase,0.64,2024-11-01
1161,1161,Interest,2,7,39,8,1,9,0.59,Form Submit,0.63,2024-09-17
1162,1162,Purchase,6,7,1,3,2,20,0.8,Purchase,0.45,2024-10-26
1163,1163,Interest,2,7,50,13,4,0,0.9,Form Submit,0.79,2023-12-07
1164,1164,Awareness,1,7,47,2,4,19,0.83,Purchase,0.6,2024-08-19
1165,1165,Intent,4,7,6,2,1,8,0.59,Email Open,0.47,2024-08-20
1166,1166,Evaluation,5,7,81,2,3,16,0.92,Form Submit,0.29,2024-09-11
1167,1167,Evaluation,5,7,55,12,4,11,0.62,Form Submit,0.28,2024-10-30
1168,1168,Intent,4,7,52,4,2,10,0.61,Form Submit,0.46,2024-06-15
1169,1169,Awareness,1,7,60,8,1,13,0.45,Form Submit,0.67,2024-11-30
1170,1170,Intent,4,7,31,15,3,18,0.47,Form Submit,0.81,2024-04-04
1171,1171,Retention,7,7,17,15,5,15,0.58,Call,0.39,2024-09-14
1172,1172,Retention,7,7,6,4,3,2,0.31,Form Submit,0.32,2024-11-24
1173,1173,Retention,7,7,39,13,3,6,0.59,Call,0.36,2024-11-14
1174,1174,Retention,7,7,22,13,5,0,0.31,Form Submit,0.36,2024-12-26
1175,1175,Intent,4,7,10,2,5,3,0.56,Purchase,0.2,2024-12-26
1176,1176,Evaluation,5,7,23,13,2,6,0.42,Purchase,0.46,2024-03-31
1177,1177,Purchase,6,7,32,10,5,20,0.78,Form Submit,0.77,2023-05-13
1178,1178,Retention,7,7,23,8,3,13,0.3,Call,0.46,2024-04-14
1179,1179,Awareness,1,7,64,4,1,3,0.47,Purchase,0.66,2023-06-30
1180,1180,Evaluation,5,7,28,6,1,11,0.24,Website Visit,0.31,2024-06-12
1181,1181,Awareness,1,7,48,14,5,16,0.16,Purchase,0.53,2024-09-01
1182,1182,Intent,4,7,59,3,1,16,0.85,Call,0.42,2024-12-28
1183,1183,Purchase,6,7,46,4,3,2,0.98,Purchase,0.85,2024-11-25
1184,1184,Interest,2,7,76,1,1,18,0.85,Form Submit,0.89,2024-12-10
1185,1185,Consideration,3,7,49,10,4,17,0.31,Call,0.5,2024-10-25
1186,1186,Intent,4,7,35,14,1,7,0.21,Email Open,0.78,2024-07-08
1187,1187,Interest,2,7,40,14,5,2,0.88,Purchase,0.8,2024-06-23
1188,1188,Consideration,3,7,13,9,2,8,0.69,Form Submit,0.5,2024-10-16
1189,1189,Consideration,3,7,78,14,1,16,0.68,Purchase,0.8,2024-07-17
1190,1190,Consideration,3,7,2,13,4,18,0.9,Website Visit,0.51,2024-12-01
1191,1191,Interest,2,7,61,13,5,7,0.9,Call,0.48,2024-10-11
1192,1192,Purchase,6,7,55,5,2,12,0.35,Call,0.87,2024-10-16
1193,1193,Retention,7,7,62,15,3,17,0.1,Call,0.19,2024-11-07
1194,1194,Purchase,6,7,74,6,3,4,0.23,Purchase,0.89,2024-06-01
1195,1195,Retention,7,7,2,12,3,7,0.6,Call,0.47,2024-04-23
1196,1196,Intent,4,7,29,7,3,15,0.92,Form Submit,0.89,2024-09-11
1197,1197,Awareness,1,7,73,5,1,5,0.2,Call,0.12,2024-12-24
1198,1198,Evaluation,5,7,64,1,1,0,0.14,Form Submit,0.54,2024-08-26
1199,1199,Purchase,6,7,13,12,5,15,0.95,Email Open,0.71,2024-12-13
1200,1200,Retention,7,7,86,3,2,2,0.95,Call,0.15,2024-04-28
1201,1201,Awareness,1,7,3,5,5,7,0.44,Form Submit,0.88,2023-12-06
1202,1202,Intent,4,7,53,3,1,20,0.44,Email Open,0.72,2024-04-11
1203,1203,Awareness,1,7,52,4,4,9,0.86,Purchase,0.61,2024-07-26
1204,1204,Purchase,6,7,2,1,1,14,0.53,Call,0.32,2024-07-12
1205,1205,Purchase,6,7,8,4,3,1,0.94,Call,0.89,2024-07-28
1206,1206,Intent,4,7,17,10,3,13,0.38,Purchase,0.7,2024-12-13
1207,1207,Consideration,3,7,24,5,5,7,0.6,Form Submit,0.27,2023-09-25
1208,1208,Interest,2,7,18,10,3,14,0.86,Form Submit,0.46,2024-09-05
1209,1209,Retention,7,7,35,9,3,10,0.21,Call,0.39,2024-04-26
1210,1210,Awareness,1,7,38,9,4,18,0.71,Purchase,0.18,2024-12-20
1211,1211,Retention,7,7,71,2,4,13,0.25,Form Submit,0.64,2024-10-29
1212,1212,Retention,7,7,47,3,3,3,0.37,Email Open,0.88,2024-09-22
1213,1213,Evaluation,5,7,73,2,5,18,0.64,Purchase,0.52,2024-10-03
1214,1214,Consideration,3,7,59,4,4,17,0.85,Email Open,0.82,2024-12-09
1215,1215,Interest,2,7,79,14,1,11,0.45,Call,0.76,2024-09-11
1216,1216,Evaluation,5,7,51,10,3,11,0.66,Email Open,0.15,2024-08-25
1217,1217,Purchase,6,7,5,12,2,3,0.45,Website Visit,0.87,2024-09-15
1218,1218,Retention,7,7,74,9,5,7,0.7,Website Visit,0.81,2024-08-06
1219,1219,Purchase,6,7,61,9,4,3,0.11,Form Submit,0.46,2024-12-26
1220,1220,Evaluation,5,7,39,8,1,20,0.65,Call,0.37,2024-07-02
1221,1221,Intent,4,7,25,5,2,14,0.64,Purchase,0.48,2024-07-18
1222,1222,Evaluation,5,7,43,2,4,19,0.31,Call,0.15,2024-07-04
1223,1223,Interest,2,7,62,8,4,7,0.38,Website Visit,0.72,2024-11-10
1224,1224,Retention,7,7,45,15,5,12,0.12,Email Open,0.56,2024-03-31
1225,1225,Intent,4,7,73,3,1,17,0.44,Email Open,0.58,2023-12-23
1226,1226,Consideration,3,7,7,2,3,0,0.59,Website Visit,0.26,2024-09-24
1227,1227,Interest,2,7,58,9,5,13,0.32,Purchase,0.39,2024-09-11
1228,1228,Retention,7,7,14,15,2,20,0.48,Email Open,0.3,2024-05-03
1229,1229,Purchase,6,7,62,5,3,6,0.92,Website Visit,0.36,2024-03-11
1230,1230,Evaluation,5,7,81,8,4,10,0.59,Purchase,0.89,2024-11-29
1231,1231,Evaluation,5,7,84,9,3,13,0.74,Website Visit,0.57,2024-10-07
1232,1232,Awareness,1,7,16,15,1,14,0.51,Email Open,0.11,2024-12-27
1233,1233,Awareness,1,7,38,3,4,12,0.43,Purchase,0.55,2024-10-21
1234,1234,Awareness,1,7,62,3,5,8,0.72,Email Open,0.49,2024-01-22
1235,1235,Consideration,3,7,11,10,4,20,0.68,Call,0.27,2024-04-13
1236,1236,Purchase,6,7,47,14,1,5,0.76,Purchase,0.35,2023-12-29
1237,1237,Intent,4,7,84,4,4,2,0.34,Call,0.69,2024-12-03
1238,1238,Purchase,6,7,4,7,3,16,0.85,Email Open,0.17,2024-01-04
1239,1239,Intent,4,7,55,1,2,10,0.86,Email Open,0.88,2024-12-20
1240,1240,Retention,7,7,27,11,1,15,0.35,Purchase,0.29,2024-11-27
1241,1241,Interest,2,7,67,3,4,9,0.17,Email Open,0.73,2024-10-29
1242,1242,Retention,7,7,83,4,3,1,0.94,Purchase,0.86,2024-05-26
1243,1243,Evaluation,5,7,51,11,2,20,0.44,Website Visit,0.82,2024-11-22
1244,1244,Awareness,1,7,73,3,1,11,0.59,Form Submit,0.44,2024-04-07
1245,1245,Retention,7,7,86,11,2,15,0.42,Form Submit,0.71,2024-05-24
1246,1246,Awareness,1,7,23,12,1,2,0.17,Email Open,0.29,2024-10-05
1247,1247,Retention,7,7,81,10,5,9,0.14,Form Submit,0.87,2023-10-26
1248,1248,Interest,2,7,27,11,4,10,0.23,Form Submit,0.53,2024-06-18
1249,1249,Interest,2,7,4,14,1,9,0.4,Email Open,0.78,2024-08-09
1250,1250,Consideration,3,7,17,5,3,12,0.61,Purchase,0.16,2024-12-14
1251,1251,Purchase,6,7,31,6,3,1,0.43,Purchase,0.47,2024-11-27
1252,1252,Intent,4,7,74,7,2,20,0.26,Call,0.77,2024-08-30
1253,1253,Retention,7,7,82,6,5,15,0.53,Email Open,0.68,2024-10-04
1254,1254,Retention,7,7,56,1,2,16,0.71,Email Open,0.48,2024-11-14
1255,1255,Retention,7,7,72,13,1,2,0.47,Call,0.68,2024-06-15
1256,1256,Interest,2,7,7,9,5,1,0.78,Website Visit,0.18,2024-06-03
1257,1257,Intent,4,7,86,12,4,14,0.68,Website Visit,0.17,2024-10-05
1258,1258,Evaluation,5,7,69,8,3,0,0.63,Email Open,0.81,2024-08-20
1259,1259,Purchase,6,7,82,1,4,6,0.58,Purchase,0.66,2024-11-12
1260,1260,Interest,2,7,38,9,4,10,0.29,Purchase,0.88,2024-09-10
1261,1261,Retention,7,7,8,15,1,18,0.45,Purchase,0.22,2024-10-29
1262,1262,Evaluation,5,7,80,10,4,12,0.97,Form Submit,0.12,2024-07-30
1263,1263,Consideration,3,7,14,8,1,16,0.73,Purchase,0.62,2024-12-24
1264,1264,Awareness,1,7,61,11,2,7,0.77,Form Submit,0.75,2024-05-31
1265,1265,Consideration,3,7,63,2,2,10,0.79,Purchase,0.68,2024-10-09
1266,1266,Evaluation,5,7,90,3,3,11,0.73,Form Submit,0.73,2024-01-26
1267,1267,Interest,2,7,18,7,1,12,0.55,Email Open,0.22,2024-11-03
1268,1268,Retention,7,7,25,7,5,7,1.0,Website Visit,0.32,2024-07-31
1269,1269,Purchase,6,7,1,11,3,1,0.47,Form Submit,0.5,2024-11-26
1270,1270,Consideration,3,7,50,2,5,19,0.56,Website Visit,0.62,2024-10-16
1271,1271,Awareness,1,7,11,12,5,12,0.2,Email Open,0.55,2024-02-04
1272,1272,Intent,4,7,57,13,1,8,0.34,Form Submit,0.27,2024-07-16
1273,1273,Awareness,1,7,66,6,3,20,0.24,Form Submit,0.42,2024-11-18
1274,1274,Awareness,1,7,66,5,3,3,0.6,Website Visit,0.54,2024-09-29
1275,1275,Awareness,1,7,28,14,5,5,0.46,Call,0.85,2024-07-25
1276,1276,Purchase,6,7,31,2,5,13,0.1,Call,0.24,2024-11-16
1277,1277,Purchase,6,7,71,13,5,5,0.28,Email Open,0.2,2024-12-27
1278,1278,Evaluation,5,7,15,5,5,1,0.35,Form Submit,0.63,2024-08-18
1279,1279,Retention,7,7,25,6,3,12,0.13,Call,0.63,2024-06-05
1280,1280,Evaluation,5,7,38,8,2,14,0.92,Form Submit,0.22,2024-12-28
1281,1281,Purchase,6,7,5,11,5,5,0.6,Call,0.55,2024-02-21
1282,1282,Awareness,1,7,54,5,4,17,0.88,Website Visit,0.49,2024-09-23
1283,1283,Awareness,1,7,1,4,4,13,0.83,Website Visit,0.55,2024-12-11
1284,1284,Retention,7,7,63,6,3,5,0.98,Call,0.61,2024-12-24
1285,1285,Evaluation,5,7,74,13,1,15,0.43,Website Visit,0.5,2024-09-21
1286,1286,Interest,2,7,17,5,4,13,0.97,Email Open,0.32,2023-12-16
1287,1287,Interest,2,7,72,10,3,6,0.75,Call,0.18,2024-11-02
1288,1288,Interest,2,7,42,7,2,11,0.5,Email Open,0.57,2024-06-18
1289,1289,Purchase,6,7,55,12,3,19,0.42,Purchase,0.42,2024-06-04
1290,1290,Interest,2,7,17,2,1,9,0.39,Purchase,0.7,2024-06-30
1291,1291,Interest,2,7,74,8,2,1,0.88,Form Submit,0.27,2024-11-28
1292,1292,Interest,2,7,10,3,1,16,0.94,Purchase,0.27,2024-11-07
1293,1293,Retention,7,7,84,11,2,0,0.54,Purchase,0.34,2024-11-03
1294,1294,Interest,2,7,54,5,1,0,0.39,Website Visit,0.55,2024-12-09
1295,1295,Retention,7,7,29,7,2,7,0.36,Website Visit,0.89,2024-11-16
1296,1296,Evaluation,5,7,8,3,3,14,0.66,Email Open,0.26,2024-07-06
1297,1297,Consideration,3,7,39,8,1,5,0.12,Email Open,0.18,2024-11-16
1298,1298,Purchase,6,7,41,5,5,5,0.13,Form Submit,0.66,2024-05-31
